"Product","Status","Compliance","Package Type","Case Outline","MSL Type","MSL Temp (°C)","Container Type","Container Qty.","Channel Polarity","Silicon Family","Package Name","Type","Gate Level","Wide SOA Mosfets","Configuration","OPN in older Technology","V(BR)DSS Min (V)","RDS(on) Max @ VGS = 10 V  (mΩ)","VGS Max (V)","Vgs(th) Max (V)","Id Max (A)","PD Max (W)","RDS(on) Max @ VGS = 2.5 V  (mΩ)","RDS(on) Max @ VGS = 4.5 V  (mΩ)","Qg Typ @ VGS = 4.5 V (nC)","Qg Typ @ VGS = 10 V (nC)","Ciss Typ (pF)","Qgd Typ @ VGS = 4.5 V (nC)","Qrr Typ (nC)","Coss Typ (pF)","Crss Typ (pF)","Reference Price",
"FDH055N15A","Active","Pb H ","TO-247-3","340CK","NA","0","TUBE","450","N-Channel","PowerTrench® T1","TO-247","Small Signal","Standard","0","Single","0","150","5.9","DC: ±20, AC: ±30","4","167","429","-","-","-","92","7100","16","348","664","23","$3.4635",
