CH1,CH2,CH3,CH4,time,Ts
99.0,-0.3,-0.00012000000000000002,-3.6,0.0,2e-08
95.0,-0.46,-0.00012000000000000002,-4.4,2e-08,
98.0,-0.38,-0.00024000000000000003,-3.2,4e-08,
98.0,-0.46,-0.00024000000000000003,-3.6,6.000000000000001e-08,
98.0,-0.34,-8e-05,-4.2,8e-08,
97.0,-0.32,-0.00012000000000000002,-4.0,1e-07,
98.0,-0.46,-0.00016,-4.0,1.2000000000000002e-07,
97.0,-0.38,-4e-05,-4.2,1.4e-07,
99.0,-0.3,-0.0002,-3.6,1.6e-07,
98.0,-0.42,-0.0002,-4.4,1.8e-07,
100.0,-0.42,-8e-05,-3.8000000000000003,2e-07,
101.0,-0.42,-0.00024000000000000003,-4.2,2.2e-07,
96.0,-0.34,-8e-05,-3.4000000000000004,2.4000000000000003e-07,
98.0,-0.32,-0.00012000000000000002,-4.6000000000000005,2.6e-07,
97.0,-0.34,-0.00016,-4.4,2.8e-07,
101.0,-0.4,-0.00024000000000000003,-4.4,3e-07,
97.0,-0.38,-0.00016,-4.6000000000000005,3.2e-07,
95.0,-0.42,-0.00012000000000000002,-5.4,3.4000000000000003e-07,
96.0,-0.44,-0.0002,-3.2,3.6e-07,
97.0,-0.44,-0.00016,-4.0,3.8e-07,
98.0,-0.4,-0.00028000000000000003,-4.4,4e-07,
96.0,-0.52,-0.00012000000000000002,-3.8000000000000003,4.2e-07,
96.0,-0.4,-0.0002,-4.6000000000000005,4.4e-07,
96.0,-0.36,-8e-05,-4.2,4.6e-07,
98.0,-0.36,-0.00012000000000000002,-3.4000000000000004,4.800000000000001e-07,
98.0,-0.36,-8e-05,-4.4,5e-07,
96.0,-0.36,-0.00016,-4.0,5.2e-07,
98.0,-0.44,-0.00016,-4.800000000000001,5.4e-07,
96.0,-0.4,-0.00016,-4.4,5.6e-07,
95.0,-0.4,-0.00024000000000000003,-4.4,5.800000000000001e-07,
95.0,-0.4,-0.00016,-3.6,6e-07,
97.0,-0.42,-8e-05,-3.4000000000000004,6.2e-07,
97.0,-0.4,-0.00016,-3.8000000000000003,6.4e-07,
94.0,-0.48,-0.00016,-4.0,6.6e-07,
94.0,-0.42,-4e-05,-3.0,6.800000000000001e-07,
99.0,-0.38,-0.00012000000000000002,-4.4,7e-07,
96.0,-0.38,-0.00016,-3.8000000000000003,7.2e-07,
96.0,-0.4,-0.0002,-3.8000000000000003,7.4e-07,
97.0,-0.48,-0.00032,-3.8000000000000003,7.6e-07,
95.0,-0.44,-8e-05,-4.0,7.8e-07,
100.0,-0.44,-0.00012000000000000002,-4.6000000000000005,8e-07,
96.0,-0.42,-0.00028000000000000003,-4.2,8.2e-07,
95.0,-0.48,-0.00012000000000000002,-4.4,8.4e-07,
97.0,-0.38,-0.00016,-4.6000000000000005,8.6e-07,
98.0,-0.38,-0.00016,-4.4,8.8e-07,
97.0,-0.48,-0.00012000000000000002,-3.4000000000000004,9.000000000000001e-07,
98.0,-0.4,-0.0002,-4.2,9.2e-07,
95.0,-0.4,-4e-05,-3.6,9.4e-07,
96.0,-0.4,-0.00012000000000000002,-4.4,9.600000000000001e-07,
97.0,-0.42,-0.00024000000000000003,-4.800000000000001,9.8e-07,
95.0,-0.5,-0.0002,-4.0,1e-06,
95.0,-0.42,-0.00012000000000000002,-5.0,1.02e-06,
95.0,-0.42,-0.00016,-3.8000000000000003,1.04e-06,
96.0,-0.38,-0.00012000000000000002,-3.6,1.06e-06,
96.0,-0.32,-8e-05,-4.2,1.08e-06,
96.0,-0.38,-0.00024000000000000003,-4.2,1.1e-06,
96.0,-0.36,-0.00012000000000000002,-3.8000000000000003,1.12e-06,
95.0,-0.42,-0.00016,-4.0,1.14e-06,
94.0,-0.44,-8e-05,-4.800000000000001,1.1600000000000001e-06,
96.0,-0.38,-0.00024000000000000003,-4.0,1.18e-06,
99.0,-0.42,-0.00016,-5.0,1.2e-06,
99.0,-0.36,-0.00016,-3.8000000000000003,1.22e-06,
97.0,-0.48,-0.0002,-4.2,1.24e-06,
98.0,-0.4,-0.00016,-4.6000000000000005,1.26e-06,
95.0,-0.4,-0.00016,-4.2,1.28e-06,
97.0,-0.42,-0.0002,-3.6,1.3e-06,
97.0,-0.38,-0.00024000000000000003,-4.2,1.32e-06,
