time	V(m)*Id(M1)
Step Information: Id=2  (Step: 1/7)
9.994207949244903e-09	1.229604e+00
1.006256732424490e-08	1.230473e+00
1.013092669924490e-08	1.231343e+00
1.019928607424490e-08	1.232213e+00
1.026764544924490e-08	1.233083e+00
1.033600482424490e-08	1.233953e+00
1.040436419924490e-08	1.234823e+00
1.047272357424490e-08	1.235694e+00
1.054108294924490e-08	1.236565e+00
1.060944232424490e-08	1.237436e+00
1.067780169924490e-08	1.238307e+00
1.074616107424490e-08	1.239179e+00
1.081452044924489e-08	1.240051e+00
1.088287982424489e-08	1.240923e+00
1.095123919924489e-08	1.241796e+00
1.101959857424489e-08	1.242669e+00
1.108795794924489e-08	1.243543e+00
1.115631732424489e-08	1.244417e+00
1.122467669924489e-08	1.245292e+00
1.129303607424489e-08	1.246166e+00
1.136139544924489e-08	1.247042e+00
1.142975482424489e-08	1.247918e+00
1.149811419924489e-08	1.248795e+00
1.156647357424489e-08	1.249672e+00
1.163483294924489e-08	1.250550e+00
1.170319232424489e-08	1.251428e+00
1.177155169924489e-08	1.252307e+00
1.183991107424488e-08	1.253187e+00
1.190827044924488e-08	1.254068e+00
1.197662982424488e-08	1.254949e+00
1.204498919924488e-08	1.255831e+00
1.211334857424488e-08	1.256714e+00
1.218170794924488e-08	1.257598e+00
1.225006732424488e-08	1.258483e+00
1.231842669924488e-08	1.259368e+00
1.238678607424488e-08	1.260255e+00
1.245514544924488e-08	1.261142e+00
1.252350482424488e-08	1.262030e+00
1.259186419924488e-08	1.262920e+00
1.266022357424488e-08	1.263811e+00
1.272858294924488e-08	1.264702e+00
1.279694232424488e-08	1.265595e+00
1.286530169924488e-08	1.266489e+00
1.293366107424487e-08	1.267384e+00
1.300202044924487e-08	1.268280e+00
1.307037982424487e-08	1.269178e+00
1.313873919924487e-08	1.270077e+00
1.320709857424487e-08	1.270977e+00
1.327545794924487e-08	1.271879e+00
1.334381732424487e-08	1.272782e+00
1.341217669924487e-08	1.273687e+00
1.348053607424487e-08	1.274593e+00
1.354889544924487e-08	1.275500e+00
1.361725482424487e-08	1.276410e+00
1.368561419924487e-08	1.277321e+00
1.375397357424487e-08	1.278233e+00
1.382233294924487e-08	1.279147e+00
1.389069232424487e-08	1.280064e+00
1.395905169924486e-08	1.280981e+00
1.402741107424486e-08	1.281901e+00
1.409577044924486e-08	1.282823e+00
1.416412982424486e-08	1.283747e+00
1.423248919924486e-08	1.284672e+00
1.430084857424486e-08	1.285600e+00
1.436920794924486e-08	1.286530e+00
1.443756732424486e-08	1.287462e+00
1.450592669924486e-08	1.288396e+00
1.457428607424486e-08	1.289333e+00
1.464264544924486e-08	1.290272e+00
1.471100482424486e-08	1.291213e+00
1.477936419924486e-08	1.292157e+00
1.484772357424486e-08	1.293104e+00
1.491608294924486e-08	1.294052e+00
1.498444232424486e-08	1.295004e+00
1.505280169924486e-08	1.295959e+00
1.512116107424486e-08	1.296916e+00
1.518952044924486e-08	1.297876e+00
1.525787982424486e-08	1.298839e+00
1.532623919924486e-08	1.299805e+00
1.539459857424486e-08	1.300774e+00
1.546295794924486e-08	1.301746e+00
1.553131732424486e-08	1.302721e+00
1.559967669924487e-08	1.303700e+00
1.566803607424487e-08	1.304682e+00
1.573639544924487e-08	1.305668e+00
1.580475482424487e-08	1.306657e+00
1.587311419924487e-08	1.307650e+00
1.594147357424487e-08	1.308647e+00
1.600983294924487e-08	1.309647e+00
1.607819232424487e-08	1.310652e+00
1.614655169924487e-08	1.311660e+00
1.621491107424487e-08	1.312673e+00
1.628327044924488e-08	1.313690e+00
1.635162982424488e-08	1.314711e+00
1.641998919924488e-08	1.315736e+00
1.648834857424488e-08	1.316766e+00
1.655670794924488e-08	1.317801e+00
1.662506732424488e-08	1.318841e+00
1.669342669924488e-08	1.319885e+00
1.676178607424488e-08	1.320934e+00
1.683014544924488e-08	1.321989e+00
1.689850482424488e-08	1.323049e+00
1.696686419924489e-08	1.324114e+00
1.703522357424489e-08	1.325185e+00
1.710358294924489e-08	1.326261e+00
1.717194232424489e-08	1.327344e+00
1.724030169924489e-08	1.328432e+00
1.730866107424489e-08	1.329526e+00
1.737702044924489e-08	1.330627e+00
1.744537982424489e-08	1.331734e+00
1.751373919924489e-08	1.332847e+00
1.758209857424489e-08	1.333968e+00
1.765045794924490e-08	1.335095e+00
1.771881732424490e-08	1.336229e+00
1.778717669924490e-08	1.337371e+00
1.785553607424490e-08	1.338520e+00
1.792389544924490e-08	1.339677e+00
1.799225482424490e-08	1.340842e+00
1.806061419924490e-08	1.342015e+00
1.812897357424490e-08	1.343196e+00
1.819733294924490e-08	1.344386e+00
1.826569232424490e-08	1.345584e+00
1.833405169924491e-08	1.346792e+00
1.840241107424491e-08	1.348008e+00
1.847077044924491e-08	1.349234e+00
1.853912982424491e-08	1.350470e+00
1.860748919924491e-08	1.351716e+00
1.867584857424491e-08	1.352973e+00
1.874420794924491e-08	1.354239e+00
1.881256732424491e-08	1.355517e+00
1.888092669924491e-08	1.356806e+00
1.894928607424491e-08	1.358106e+00
1.901764544924492e-08	1.359418e+00
1.908600482424492e-08	1.360743e+00
1.915436419924492e-08	1.362079e+00
1.922272357424492e-08	1.363429e+00
1.929108294924492e-08	1.364792e+00
1.935944232424492e-08	1.366169e+00
1.942780169924492e-08	1.367559e+00
1.949616107424492e-08	1.368964e+00
1.956452044924492e-08	1.370384e+00
1.963287982424492e-08	1.371820e+00
1.970123919924493e-08	1.373271e+00
1.976959857424493e-08	1.374738e+00
1.983795794924493e-08	1.376222e+00
1.990631732424493e-08	1.377723e+00
1.997467669924493e-08	1.379243e+00
2.004303607424493e-08	1.380781e+00
2.011139544924493e-08	1.382337e+00
2.017975482424493e-08	1.383914e+00
2.024811419924493e-08	1.385510e+00
2.031647357424493e-08	1.387128e+00
2.038483294924494e-08	1.388767e+00
2.045319232424494e-08	1.390429e+00
2.052155169924494e-08	1.392113e+00
2.058991107424494e-08	1.393822e+00
2.065827044924494e-08	1.395555e+00
2.072662982424494e-08	1.397313e+00
2.079498919924494e-08	1.399099e+00
2.086334857424494e-08	1.400911e+00
2.093170794924494e-08	1.402752e+00
2.100006732424494e-08	1.404622e+00
2.106842669924495e-08	1.406522e+00
2.113678607424495e-08	1.408454e+00
2.120514544924495e-08	1.410418e+00
2.127350482424495e-08	1.412417e+00
2.134186419924495e-08	1.414450e+00
2.141022357424495e-08	1.416520e+00
2.147858294924495e-08	1.418628e+00
2.154694232424495e-08	1.420775e+00
2.161530169924495e-08	1.422964e+00
2.168366107424495e-08	1.425194e+00
2.175202044924496e-08	1.427469e+00
2.182037982424496e-08	1.429790e+00
2.188873919924496e-08	1.432159e+00
2.195709857424496e-08	1.434577e+00
2.202545794924496e-08	1.437048e+00
2.209381732424496e-08	1.439573e+00
2.216217669924496e-08	1.442154e+00
2.223053607424496e-08	1.444794e+00
2.229889544924496e-08	1.447496e+00
2.236725482424496e-08	1.450262e+00
2.243561419924497e-08	1.453095e+00
2.250397357424497e-08	1.455998e+00
2.257233294924497e-08	1.458975e+00
2.264069232424497e-08	1.462029e+00
2.270905169924497e-08	1.465164e+00
2.277741107424497e-08	1.468382e+00
2.284577044924497e-08	1.471690e+00
2.291412982424497e-08	1.475090e+00
2.298248919924497e-08	1.478588e+00
2.305084857424497e-08	1.482188e+00
2.311920794924498e-08	1.485895e+00
2.318756732424498e-08	1.489716e+00
2.325592669924498e-08	1.493656e+00
2.332428607424498e-08	1.497721e+00
2.339264544924498e-08	1.501919e+00
2.346100482424498e-08	1.506255e+00
2.352936419924498e-08	1.510739e+00
2.359772357424498e-08	1.515378e+00
2.366608294924498e-08	1.520180e+00
2.373444232424498e-08	1.525156e+00
2.380280169924499e-08	1.530316e+00
2.387116107424499e-08	1.535669e+00
2.393952044924499e-08	1.541229e+00
2.400787982424499e-08	1.547006e+00
2.407623919924499e-08	1.553015e+00
2.414459857424499e-08	1.559269e+00
2.421295794924499e-08	1.565785e+00
2.428131732424499e-08	1.572578e+00
2.434967669924499e-08	1.579667e+00
2.441803607424499e-08	1.587070e+00
2.448639544924500e-08	1.594808e+00
2.455475482424500e-08	1.602904e+00
2.462311419924500e-08	1.611382e+00
2.469147357424500e-08	1.620267e+00
2.475983294924500e-08	1.629587e+00
2.482819232424500e-08	1.639373e+00
2.489655169924500e-08	1.649658e+00
2.496491107424500e-08	1.660477e+00
2.503327044924500e-08	1.671870e+00
2.510162982424500e-08	1.683876e+00
2.516998919924501e-08	1.696543e+00
2.523834857424501e-08	1.709919e+00
2.530670794924501e-08	1.724058e+00
2.537506732424501e-08	1.739017e+00
2.544342669924501e-08	1.754862e+00
2.551178607424501e-08	1.771660e+00
2.558014544924501e-08	1.789486e+00
2.564850482424501e-08	1.808423e+00
2.571686419924501e-08	1.828559e+00
2.578522357424501e-08	1.849992e+00
2.585358294924502e-08	1.872827e+00
2.592194232424502e-08	1.897177e+00
2.599030169924502e-08	1.923167e+00
2.605866107424502e-08	1.950914e+00
2.612702044924502e-08	1.980449e+00
2.619537982424502e-08	2.011657e+00
2.626373919924502e-08	2.044335e+00
2.633209857424502e-08	2.078269e+00
2.640045794924502e-08	2.113261e+00
2.646881732424502e-08	2.149140e+00
2.653717669924503e-08	2.185758e+00
2.660553607424503e-08	2.222992e+00
2.667389544924503e-08	2.260739e+00
2.674225482424503e-08	2.298912e+00
2.681061419924503e-08	2.337441e+00
2.687897357424503e-08	2.376265e+00
2.694733294924503e-08	2.415334e+00
2.701569232424503e-08	2.454607e+00
2.708405169924503e-08	2.494050e+00
2.715241107424503e-08	2.533633e+00
2.722077044924504e-08	2.573334e+00
2.728912982424504e-08	2.613131e+00
2.735748919924504e-08	2.653010e+00
2.742584857424504e-08	2.692955e+00
2.749420794924504e-08	2.732956e+00
2.756256732424504e-08	2.773004e+00
2.763092669924504e-08	2.813091e+00
2.769928607424504e-08	2.853209e+00
2.776764544924504e-08	2.893356e+00
2.783600482424504e-08	2.933524e+00
2.790436419924505e-08	2.973712e+00
2.797272357424505e-08	3.013916e+00
2.804108294924505e-08	3.054133e+00
2.810944232424505e-08	3.094363e+00
2.817780169924505e-08	3.134603e+00
2.824616107424505e-08	3.174851e+00
2.831452044924505e-08	3.215108e+00
2.838287982424505e-08	3.255371e+00
2.845123919924505e-08	3.295641e+00
2.851959857424505e-08	3.335916e+00
2.858795794924506e-08	3.376197e+00
2.865631732424506e-08	3.416483e+00
2.872467669924506e-08	3.456773e+00
2.879303607424506e-08	3.497068e+00
2.886139544924506e-08	3.537368e+00
2.892975482424506e-08	3.577672e+00
2.899811419924506e-08	3.617979e+00
2.906647357424506e-08	3.658291e+00
2.913483294924506e-08	3.698607e+00
2.920319232424506e-08	3.738928e+00
2.927155169924507e-08	3.779252e+00
2.933991107424507e-08	3.819580e+00
2.940827044924507e-08	3.859913e+00
2.947662982424507e-08	3.900250e+00
2.954498919924507e-08	3.940591e+00
2.961334857424507e-08	3.980937e+00
2.968170794924507e-08	4.021286e+00
2.975006732424507e-08	4.061641e+00
2.981842669924507e-08	4.102000e+00
2.988678607424507e-08	4.142363e+00
2.995514544924507e-08	4.182731e+00
3.002350482424507e-08	4.223103e+00
3.009186419924506e-08	4.263480e+00
3.016022357424506e-08	4.303862e+00
3.022858294924506e-08	4.344249e+00
3.029694232424506e-08	4.384641e+00
3.036530169924505e-08	4.425037e+00
3.043366107424505e-08	4.465439e+00
3.050202044924505e-08	4.505845e+00
3.057037982424505e-08	4.546257e+00
3.063873919924505e-08	4.586674e+00
3.070709857424504e-08	4.627095e+00
3.077545794924504e-08	4.667523e+00
3.084381732424504e-08	4.707955e+00
3.091217669924504e-08	4.748393e+00
3.098053607424503e-08	4.788836e+00
3.104889544924503e-08	4.829284e+00
3.111725482424503e-08	4.869738e+00
3.118561419924503e-08	4.910197e+00
3.125397357424502e-08	4.950662e+00
3.132233294924502e-08	4.991133e+00
3.139069232424502e-08	5.031610e+00
3.145905169924502e-08	5.072091e+00
3.152741107424502e-08	5.112578e+00
3.159577044924501e-08	5.153072e+00
3.166412982424501e-08	5.193571e+00
3.173248919924501e-08	5.234076e+00
3.180084857424501e-08	5.274586e+00
3.186920794924500e-08	5.315103e+00
3.193756732424500e-08	5.355626e+00
3.200592669924500e-08	5.396153e+00
3.207428607424500e-08	5.436688e+00
3.214264544924499e-08	5.477228e+00
3.221100482424499e-08	5.517776e+00
3.227936419924499e-08	5.558328e+00
3.234772357424499e-08	5.598886e+00
3.241608294924499e-08	5.639452e+00
3.248444232424498e-08	5.680023e+00
3.255280169924498e-08	5.720600e+00
3.262116107424498e-08	5.761184e+00
3.268952044924498e-08	5.801774e+00
3.275787982424497e-08	5.842371e+00
3.282623919924497e-08	5.882973e+00
3.289459857424497e-08	5.923583e+00
3.296295794924497e-08	5.964198e+00
3.303131732424496e-08	6.004821e+00
3.309967669924496e-08	6.045449e+00
3.316803607424496e-08	6.086085e+00
3.323639544924496e-08	6.126727e+00
3.330475482424496e-08	6.167376e+00
3.337311419924495e-08	6.208031e+00
3.344147357424495e-08	6.248694e+00
3.350983294924495e-08	6.289363e+00
3.357819232424495e-08	6.330039e+00
3.364655169924494e-08	6.370721e+00
3.371491107424494e-08	6.411411e+00
3.378327044924494e-08	6.452108e+00
3.385162982424494e-08	6.492813e+00
3.391998919924493e-08	6.533524e+00
3.398834857424493e-08	6.574243e+00
3.405670794924493e-08	6.614968e+00
3.412506732424493e-08	6.655701e+00
3.419342669924493e-08	6.696442e+00
3.426178607424492e-08	6.737191e+00
3.433014544924492e-08	6.777947e+00
3.439850482424492e-08	6.818710e+00
3.446686419924492e-08	6.859482e+00
3.453522357424491e-08	6.900262e+00
3.460358294924491e-08	6.941050e+00
3.467194232424491e-08	6.981846e+00
3.474030169924491e-08	7.022650e+00
3.480866107424490e-08	7.063463e+00
3.487702044924490e-08	7.104285e+00
3.494537982424490e-08	7.145116e+00
3.501373919924490e-08	7.185956e+00
3.508209857424490e-08	7.226805e+00
3.515045794924489e-08	7.267664e+00
3.521881732424489e-08	7.308532e+00
3.528717669924489e-08	7.349411e+00
3.535553607424489e-08	7.390300e+00
3.542389544924488e-08	7.431200e+00
3.549225482424488e-08	7.472111e+00
3.556061419924488e-08	7.513033e+00
3.562897357424488e-08	7.553966e+00
3.569733294924487e-08	7.594913e+00
3.576569232424487e-08	7.635872e+00
3.583405169924487e-08	7.676844e+00
3.590241107424487e-08	7.717830e+00
3.597077044924487e-08	7.758830e+00
3.603912982424486e-08	7.799846e+00
3.610748919924486e-08	7.840876e+00
3.617584857424486e-08	7.881924e+00
3.624420794924486e-08	7.922989e+00
3.631256732424485e-08	7.964072e+00
3.638092669924485e-08	8.005174e+00
3.644928607424485e-08	8.046297e+00
3.651764544924485e-08	8.087441e+00
3.658600482424484e-08	8.128608e+00
3.665436419924484e-08	8.169799e+00
3.672272357424484e-08	8.211016e+00
3.679108294924484e-08	8.252259e+00
3.685944232424484e-08	8.293533e+00
3.692780169924483e-08	8.334837e+00
3.699616107424483e-08	8.376174e+00
3.706452044924483e-08	8.417546e+00
3.713287982424483e-08	8.458956e+00
3.720123919924482e-08	8.500408e+00
3.726959857424482e-08	8.541902e+00
3.733795794924482e-08	8.583443e+00
3.740631732424482e-08	8.625035e+00
3.747467669924481e-08	8.666680e+00
3.754303607424481e-08	8.708384e+00
3.761139544924481e-08	8.750150e+00
3.767975482424481e-08	8.791985e+00
3.774811419924481e-08	8.833892e+00
3.781647357424480e-08	8.875879e+00
3.788483294924480e-08	8.917951e+00
3.795319232424480e-08	8.960115e+00
3.802155169924480e-08	9.002380e+00
3.808991107424479e-08	9.044754e+00
3.815827044924479e-08	9.087245e+00
3.822662982424479e-08	9.129864e+00
3.829498919924479e-08	9.172623e+00
3.836334857424478e-08	9.215531e+00
3.843170794924478e-08	9.258604e+00
3.850006732424478e-08	9.301857e+00
3.856842669924478e-08	9.345304e+00
3.863678607424478e-08	9.388961e+00
3.870514544924477e-08	9.432852e+00
3.877350482424477e-08	9.476995e+00
3.884186419924477e-08	9.521413e+00
3.891022357424477e-08	9.566135e+00
3.897858294924476e-08	9.611185e+00
3.904694232424476e-08	9.656598e+00
3.911530169924476e-08	9.702408e+00
3.918366107424476e-08	9.748652e+00
3.925202044924475e-08	9.795375e+00
3.932037982424475e-08	9.842623e+00
3.938873919924475e-08	9.890451e+00
3.945709857424475e-08	9.938918e+00
3.952545794924475e-08	9.988089e+00
3.959381732424474e-08	1.003804e+01
3.966217669924474e-08	1.008885e+01
3.973053607424474e-08	1.014062e+01
3.979889544924474e-08	1.019346e+01
3.986725482424473e-08	1.024747e+01
3.993561419924473e-08	1.030280e+01
4.000397357424473e-08	1.035961e+01
4.007233294924473e-08	1.041806e+01
4.014069232424472e-08	1.047836e+01
4.020905169924472e-08	1.054074e+01
4.027741107424472e-08	1.060546e+01
4.034577044924472e-08	1.067282e+01
4.041412982424472e-08	1.074316e+01
4.048248919924471e-08	1.081686e+01
4.055084857424471e-08	1.089436e+01
4.061920794924471e-08	1.097614e+01
4.068756732424471e-08	1.106272e+01
4.075592669924470e-08	1.115468e+01
4.082428607424470e-08	1.125265e+01
4.089264544924470e-08	1.135727e+01
4.096100482424470e-08	1.146927e+01
4.102936419924469e-08	1.158936e+01
4.109772357424469e-08	1.171833e+01
4.116608294924469e-08	1.185697e+01
4.123444232424469e-08	1.200608e+01
4.130280169924469e-08	1.216648e+01
4.137116107424468e-08	1.233902e+01
4.143952044924468e-08	1.252451e+01
4.150787982424468e-08	1.272378e+01
4.157623919924468e-08	1.293763e+01
4.164459857424467e-08	1.316683e+01
4.171295794924467e-08	1.341214e+01
4.178131732424467e-08	1.367426e+01
4.184967669924467e-08	1.395385e+01
4.191803607424466e-08	1.425154e+01
4.198639544924466e-08	1.456786e+01
4.205475482424466e-08	1.490331e+01
4.212311419924466e-08	1.525832e+01
4.219147357424466e-08	1.563326e+01
4.225983294924465e-08	1.602840e+01
4.232819232424465e-08	1.644399e+01
4.239655169924465e-08	1.688016e+01
4.246491107424465e-08	1.733702e+01
4.253327044924464e-08	1.781459e+01
4.260162982424464e-08	1.831285e+01
4.266998919924464e-08	1.883170e+01
4.273834857424464e-08	1.937100e+01
4.280670794924463e-08	1.993057e+01
4.287506732424463e-08	2.051017e+01
4.294342669924463e-08	2.110950e+01
4.301178607424463e-08	2.172823e+01
4.308014544924463e-08	2.236598e+01
4.314850482424462e-08	2.302230e+01
4.321686419924462e-08	2.369672e+01
4.328522357424462e-08	2.438870e+01
4.335358294924462e-08	2.509765e+01
4.342194232424461e-08	2.582294e+01
4.349030169924461e-08	2.656388e+01
4.355866107424461e-08	2.731975e+01
4.362702044924461e-08	2.808983e+01
4.369537982424460e-08	2.887335e+01
4.376373919924460e-08	2.966955e+01
4.383209857424460e-08	3.047768e+01
4.390045794924460e-08	3.129700e+01
4.396881732424460e-08	3.212681e+01
4.403717669924459e-08	3.296645e+01
4.410553607424459e-08	3.381528e+01
4.417389544924459e-08	3.467273e+01
4.424225482424459e-08	3.553826e+01
4.431061419924458e-08	3.641137e+01
4.437897357424458e-08	3.729163e+01
4.444733294924458e-08	3.817862e+01
4.451569232424458e-08	3.907198e+01
4.458405169924457e-08	3.997137e+01
4.465241107424457e-08	4.087646e+01
4.472077044924457e-08	4.178699e+01
4.478912982424457e-08	4.270268e+01
4.485748919924457e-08	4.362329e+01
4.492584857424456e-08	4.454860e+01
4.499420794924456e-08	4.547837e+01
4.506256732424456e-08	4.641241e+01
4.513092669924456e-08	4.735052e+01
4.519928607424455e-08	4.829252e+01
4.526764544924455e-08	4.923822e+01
4.533600482424455e-08	5.018746e+01
4.540436419924455e-08	5.114007e+01
4.547272357424454e-08	5.209587e+01
4.554108294924454e-08	5.305473e+01
4.560944232424454e-08	5.401648e+01
4.567780169924454e-08	5.498098e+01
4.574616107424454e-08	5.594808e+01
4.581452044924453e-08	5.691763e+01
4.588287982424453e-08	5.788951e+01
4.595123919924453e-08	5.886357e+01
4.601959857424453e-08	5.983967e+01
4.608795794924452e-08	6.081771e+01
4.615631732424452e-08	6.179752e+01
4.622467669924452e-08	6.277901e+01
4.629303607424452e-08	6.376204e+01
4.636139544924451e-08	6.474649e+01
4.642975482424451e-08	6.573224e+01
4.649811419924451e-08	6.671918e+01
4.656647357424451e-08	6.770718e+01
4.663483294924451e-08	6.869614e+01
4.670319232424450e-08	6.968596e+01
4.677155169924450e-08	7.067650e+01
4.683991107424450e-08	7.166767e+01
4.690827044924450e-08	7.265937e+01
4.697662982424449e-08	7.365148e+01
4.704498919924449e-08	7.464390e+01
4.711334857424449e-08	7.563654e+01
4.718170794924449e-08	7.662929e+01
4.725006732424448e-08	7.762206e+01
4.731842669924448e-08	7.861474e+01
4.738678607424448e-08	7.960725e+01
4.745514544924448e-08	8.059948e+01
4.752350482424448e-08	8.159134e+01
4.759186419924447e-08	8.258274e+01
4.766022357424447e-08	8.357359e+01
4.772858294924447e-08	8.456380e+01
4.779694232424447e-08	8.555328e+01
4.786530169924446e-08	8.654194e+01
4.793366107424446e-08	8.752969e+01
4.800202044924446e-08	8.851645e+01
4.807037982424446e-08	8.950214e+01
4.813873919924445e-08	9.048667e+01
4.820709857424445e-08	9.146995e+01
4.827545794924445e-08	9.245190e+01
4.834381732424445e-08	9.343245e+01
4.841217669924445e-08	9.441151e+01
4.848053607424444e-08	9.538900e+01
4.854889544924444e-08	9.636485e+01
