CH1,time,Ts
32.5984375,0.0,1e-09
32.6,1e-09,
32.796875,2e-09,
33.2,3.0000000000000004e-09,
32.396875,4e-09,
32.4,5e-09,
33.198437500000004,6.000000000000001e-09,
33.0015625,7.000000000000001e-09,
33.198437500000004,8e-09,
32.8046875,9.000000000000001e-09,
32.603125,1e-08,
32.4078125,1.1000000000000001e-08,
32.79375,1.2000000000000002e-08,
32.2046875,1.3e-08,
33.0,1.4000000000000001e-08,
32.4,1.5000000000000002e-08,
32.7984375,1.6e-08,
32.6,1.7e-08,
33.0015625,1.8000000000000002e-08,
32.590625,1.9e-08,
32.3984375,2e-08,
32.2015625,2.1000000000000003e-08,
32.796875,2.2000000000000002e-08,
32.792187500000004,2.3e-08,
32.0046875,2.4000000000000003e-08,
32.393750000000004,2.5000000000000002e-08,
32.409375000000004,2.6e-08,
32.198437500000004,2.7e-08,
32.6,2.8000000000000003e-08,
32.4,2.9e-08,
32.800000000000004,3.0000000000000004e-08,
32.396875,3.1e-08,
32.2,3.2e-08,
32.2,3.3000000000000004e-08,
32.393750000000004,3.4e-08,
32.996875,3.5e-08,
33.025,3.6000000000000005e-08,
31.9921875,3.7e-08,
32.792187500000004,3.8e-08,
31.387500000000003,3.9000000000000005e-08,
32.4046875,4e-08,
32.1953125,4.1e-08,
32.4,4.2000000000000006e-08,
32.3953125,4.3e-08,
32.2015625,4.4000000000000004e-08,
32.800000000000004,4.5000000000000006e-08,
32.8109375,4.6e-08,
32.1890625,4.7000000000000004e-08,
33.19375,4.8000000000000006e-08,
32.604687500000004,4.9e-08,
32.4046875,5.0000000000000004e-08,
32.00625,5.1e-08,
32.5984375,5.2e-08,
31.9921875,5.3000000000000005e-08,
32.40625,5.4e-08,
32.396875,5.5e-08,
32.396875,5.6000000000000005e-08,
31.989062500000003,5.7e-08,
31.7953125,5.8e-08,
31.6015625,5.9000000000000006e-08,
31.798437500000002,6.000000000000001e-08,
31.8078125,6.1e-08,
32.4,6.2e-08,
32.603125,6.300000000000001e-08,
33.0046875,6.4e-08,
32.203125,6.5e-08,
32.3953125,6.600000000000001e-08,
32.4,6.7e-08,
32.3984375,6.8e-08,
32.2,6.900000000000001e-08,
32.6015625,7e-08,
32.603125,7.1e-08,
32.9984375,7.200000000000001e-08,
32.3953125,7.3e-08,
32.393750000000004,7.4e-08,
32.6,7.500000000000001e-08,
32.0140625,7.6e-08,
32.0,7.7e-08,
32.4046875,7.800000000000001e-08,
32.4,7.9e-08,
32.4,8e-08,
32.396875,8.100000000000001e-08,
32.0,8.2e-08,
32.2,8.3e-08,
32.0125,8.400000000000001e-08,
31.590625000000003,8.500000000000001e-08,
32.3921875,8.6e-08,
32.2,8.700000000000001e-08,
32.403125,8.800000000000001e-08,
31.996875000000003,8.9e-08,
32.6015625,9.000000000000001e-08,
31.975,9.100000000000001e-08,
31.8,9.2e-08,
31.801562500000003,9.300000000000001e-08,
31.9984375,9.400000000000001e-08,
32.2046875,9.5e-08,
32.396875,9.600000000000001e-08,
31.798437500000002,9.700000000000001e-08,
32.196875,9.8e-08,
31.6015625,9.9e-08,
32.401562500000004,1.0000000000000001e-07,
31.9984375,1.01e-07,
32.0015625,1.02e-07,
31.6,1.0300000000000001e-07,
32.390625,1.04e-07,
32.40625,1.05e-07,
32.00625,1.0600000000000001e-07,
31.8,1.07e-07,
32.4,1.08e-07,
32.2,1.0900000000000001e-07,
32.4,1.1e-07,
31.8,1.11e-07,
32.198437500000004,1.1200000000000001e-07,
31.798437500000002,1.13e-07,
31.9984375,1.14e-07,
32.196875,1.1500000000000001e-07,
32.409375000000004,1.16e-07,
32.003125000000004,1.17e-07,
32.393750000000004,1.1800000000000001e-07,
31.403125000000003,1.1900000000000001e-07,
32.800000000000004,1.2000000000000002e-07,
32.2015625,1.21e-07,
32.2,1.22e-07,
32.0,1.23e-07,
31.6,1.24e-07,
32.19375,1.2500000000000002e-07,
32.4109375,1.2600000000000002e-07,
31.990625,1.27e-07,
32.6015625,1.28e-07,
31.9953125,1.29e-07,
32.409375000000004,1.3e-07,
32.182812500000004,1.31e-07,
31.796875,1.3200000000000002e-07,
31.803125,1.33e-07,
32.0,1.34e-07,
31.9984375,1.35e-07,
31.9984375,1.36e-07,
32.00625,1.37e-07,
32.198437500000004,1.3800000000000002e-07,
31.7890625,1.3900000000000001e-07,
31.609375,1.4e-07,
32.409375000000004,1.41e-07,
32.196875,1.42e-07,
31.806250000000002,1.43e-07,
31.793750000000003,1.4400000000000002e-07,
32.19375,1.4500000000000001e-07,
32.0171875,1.46e-07,
31.400000000000002,1.47e-07,
31.990625,1.48e-07,
31.8078125,1.49e-07,
31.4015625,1.5000000000000002e-07,
31.59375,1.5100000000000002e-07,
32.0,1.52e-07,
31.6015625,1.53e-07,
31.803125,1.54e-07,
31.587500000000002,1.55e-07,
32.596875000000004,1.5600000000000002e-07,
31.8,1.5700000000000002e-07,
31.596875,1.58e-07,
31.996875000000003,1.59e-07,
32.4,1.6e-07,
32.2046875,1.61e-07,
32.0078125,1.6200000000000002e-07,
31.598437500000003,1.6300000000000002e-07,
32.175000000000004,1.64e-07,
32.6140625,1.65e-07,
31.6171875,1.66e-07,
31.790625000000002,1.67e-07,
31.801562500000003,1.6800000000000002e-07,
31.9921875,1.6900000000000002e-07,
31.9953125,1.7000000000000001e-07,
31.8078125,1.71e-07,
32.4,1.72e-07,
31.19375,1.73e-07,
31.9953125,1.7400000000000002e-07,
31.6,1.7500000000000002e-07,
32.0,1.7600000000000001e-07,
31.3984375,1.77e-07,
32.0,1.78e-07,
31.59375,1.79e-07,
31.598437500000003,1.8000000000000002e-07,
31.9953125,1.8100000000000002e-07,
32.198437500000004,1.8200000000000002e-07,
32.2,1.83e-07,
32.003125000000004,1.84e-07,
31.801562500000003,1.85e-07,
31.595312500000002,1.8600000000000002e-07,
32.0,1.8700000000000002e-07,
31.6,1.8800000000000002e-07,
32.206250000000004,1.89e-07,
31.996875000000003,1.9e-07,
31.9984375,1.91e-07,
