CH1,CH2,CH4,time,Ts
-18.0,-0.002,-0.5,0.0,1e-08
-26.0,0.001,-0.46,1e-08,
-22.0,-0.003,-0.46,2e-08,
-24.0,-0.004,-0.48,3.0000000000000004e-08,
-20.0,0.001,-0.52,4e-08,
-18.0,-0.009000000000000001,-0.58,5e-08,
-16.0,0.0,-0.48,6.000000000000001e-08,
-22.0,-0.001,-0.5,7e-08,
-20.0,-0.005,-0.46,8e-08,
-22.0,-0.007,-0.52,9e-08,
-20.0,-0.002,-0.48,1e-07,
-22.0,0.0,-0.5,1.1e-07,
-16.0,-0.004,-0.48,1.2000000000000002e-07,
-22.0,-0.009000000000000001,-0.5,1.3e-07,
-24.0,-0.004,-0.56,1.4e-07,
-18.0,-0.001,-0.52,1.5e-07,
-22.0,-0.003,-0.5,1.6e-07,
-20.0,-0.005,-0.56,1.7000000000000001e-07,
-18.0,-0.007,-0.5,1.8e-07,
-16.0,0.002,-0.46,1.9e-07,
-22.0,-0.005,-0.52,2e-07,
-22.0,-0.002,-0.54,2.1e-07,
-24.0,-0.005,-0.56,2.2e-07,
-22.0,-0.002,-0.46,2.3e-07,
-24.0,-0.005,-0.54,2.4000000000000003e-07,
-18.0,-0.003,-0.54,2.5e-07,
-24.0,-0.001,-0.48,2.6e-07,
-20.0,-0.003,-0.44,2.7e-07,
-20.0,-0.002,-0.54,2.8e-07,
-24.0,-0.005,-0.44,2.9000000000000003e-07,
-16.0,-0.008,-0.46,3e-07,
-18.0,-0.009000000000000001,-0.5,3.1e-07,
-20.0,0.0,-0.5,3.2e-07,
-22.0,-0.004,-0.42,3.3e-07,
-22.0,-0.001,-0.54,3.4000000000000003e-07,
-22.0,-0.004,-0.48,3.5e-07,
-28.0,-0.006,-0.54,3.6e-07,
-22.0,-0.002,-0.46,3.7e-07,
-26.0,-0.007,-0.46,3.8e-07,
-20.0,-0.001,-0.6,3.9e-07,
-22.0,-0.005,-0.52,4e-07,
-22.0,-0.006,-0.52,4.1e-07,
-22.0,-0.009000000000000001,-0.44,4.2e-07,
-20.0,-0.007,-0.48,4.3e-07,
-24.0,-0.003,-0.56,4.4e-07,
-18.0,-0.004,-0.52,4.5000000000000003e-07,
-20.0,-0.004,-0.5,4.6e-07,
-16.0,-0.006,-0.52,4.7e-07,
-18.0,-0.009000000000000001,-0.46,4.800000000000001e-07,
-22.0,-0.001,-0.48,4.9e-07,
-28.0,-0.007,-0.56,5e-07,
-24.0,-0.003,-0.54,5.1e-07,
-22.0,-0.005,-0.54,5.2e-07,
-26.0,-0.007,-0.5,5.3e-07,
-22.0,-0.005,-0.52,5.4e-07,
-24.0,-0.006,-0.5,5.5e-07,
-28.0,-0.008,-0.56,5.6e-07,
-22.0,-0.008,-0.46,5.7e-07,
-24.0,0.001,-0.46,5.800000000000001e-07,
-20.0,0.0,-0.54,5.9e-07,
-18.0,0.0,-0.4,6e-07,
-22.0,-0.006,-0.52,6.1e-07,
-26.0,-0.005,-0.5,6.2e-07,
-18.0,-0.005,-0.5,6.3e-07,
-26.0,-0.007,-0.48,6.4e-07,
-24.0,-0.007,-0.48,6.5e-07,
-22.0,-0.005,-0.46,6.6e-07,
-26.0,-0.004,-0.5,6.7e-07,
-24.0,-0.006,-0.5,6.800000000000001e-07,
-22.0,-0.005,-0.54,6.900000000000001e-07,
-26.0,-0.004,-0.44,7e-07,
-22.0,-0.005,-0.42,7.1e-07,
-24.0,-0.005,-0.58,7.2e-07,
-22.0,-0.007,-0.56,7.3e-07,
-22.0,-0.002,-0.48,7.4e-07,
-24.0,-0.007,-0.5,7.5e-07,
-24.0,-0.008,-0.48,7.6e-07,
-18.0,-0.001,-0.5,7.7e-07,
-20.0,-0.01,-0.5,7.8e-07,
-24.0,-0.003,-0.44,7.900000000000001e-07,
-24.0,0.001,-0.46,8e-07,
-24.0,-0.009000000000000001,-0.52,8.1e-07,
-22.0,-0.006,-0.52,8.2e-07,
-22.0,-0.01,-0.48,8.3e-07,
-26.0,-0.002,-0.54,8.4e-07,
-26.0,-0.006,-0.52,8.5e-07,
-20.0,-0.008,-0.66,8.6e-07,
-22.0,-0.007,-0.54,8.7e-07,
-24.0,-0.005,-0.54,8.8e-07,
-26.0,-0.005,-0.4,8.900000000000001e-07,
-24.0,-0.006,-0.56,9.000000000000001e-07,
-22.0,-0.003,-0.48,9.1e-07,
-20.0,-0.005,-0.48,9.2e-07,
-20.0,-0.006,-0.48,9.3e-07,
-26.0,-0.003,-0.44,9.4e-07,
-20.0,-0.005,-0.44,9.5e-07,
-24.0,-0.007,-0.5,9.600000000000001e-07,
-24.0,-0.005,-0.52,9.7e-07,
-20.0,-0.002,-0.54,9.8e-07,
-22.0,0.0,-0.5,9.9e-07,
-24.0,0.0,-0.56,1e-06,
-26.0,-0.007,-0.48,1.01e-06,
-22.0,-0.007,-0.54,1.02e-06,
-24.0,-0.001,-0.52,1.03e-06,
-18.0,-0.007,-0.42,1.04e-06,
-22.0,-0.003,-0.56,1.0500000000000001e-06,
-24.0,-0.002,-0.5,1.06e-06,
-24.0,-0.003,-0.4,1.07e-06,
-26.0,-0.001,-0.5,1.08e-06,
-22.0,-0.001,-0.52,1.09e-06,
-20.0,-0.005,-0.5,1.1e-06,
-20.0,0.003,-0.5,1.11e-06,
-24.0,-0.007,-0.58,1.12e-06,
-24.0,-0.005,-0.52,1.13e-06,
-26.0,-0.007,-0.5,1.14e-06,
-28.0,-0.006,-0.46,1.15e-06,
-16.0,-0.004,-0.48,1.1600000000000001e-06,
