,t,v
0,1860635,0.0
1,1860920,0.0
2,1860970,0.0
3,1861020,0.0
4,1861071,0.0
5,1861121,0.0
6,1861171,0.0
7,1861221,0.0
8,1861272,0.0
9,1861322,9.0
10,1861372,13.0
11,1861423,21.0
12,1861473,29.0
13,1861524,35.0
14,1861574,43.0
15,1861625,49.0
16,1861675,56.0
17,1861725,61.0
18,1861775,70.0
19,1861826,75.0
20,1861877,82.0
21,1861927,89.0
22,1861977,95.0
23,1862028,102.0
24,1862078,105.0
25,1862128,112.0
26,1862178,116.0
27,1862229,125.0
28,1862280,129.0
29,1862331,133.0
30,1862382,139.0
31,1862433,141.0
32,1862483,146.0
33,1862533,152.0
34,1862583,155.0
35,1862634,160.0
36,1862685,160.0
37,1862735,164.0
38,1862786,171.0
39,1862837,172.0
40,1862887,177.0
41,1862938,181.0
42,1862989,183.0
43,1863040,190.0
44,1863090,192.0
45,1863141,196.0
46,1863191,199.0
47,1863242,201.0
48,1863293,200.0
49,1863344,204.0
50,1863395,207.0
51,1863445,211.0
52,1863496,212.0
53,1863546,215.0
54,1863597,218.0
55,1863648,223.0
56,1863698,224.0
57,1863749,226.0
58,1863800,230.0
59,1863850,233.0
60,1863901,234.0
61,1863951,234.0
62,1864002,236.0
63,1864052,237.0
64,1864102,240.0
65,1864153,242.0
66,1864203,245.0
67,1864254,245.0
68,1864304,246.0
69,1864355,248.0
70,1864405,250.0
71,1864455,252.0
72,1864506,254.0
73,1864556,255.0
74,1864607,256.0
75,1864657,259.0
76,1864708,262.0
77,1864758,264.0
78,1864809,265.0
79,1864859,268.0
80,1864909,270.0
81,1864960,270.0
82,1865010,269.0
83,1865060,270.0
84,1865111,270.0
85,1865162,272.0
86,1865212,271.0
87,1865263,272.0
88,1865314,276.0
89,1865364,275.0
90,1865415,276.0
91,1865465,278.0
92,1865515,281.0
93,1865566,281.0
94,1865616,281.0
95,1865667,281.0
96,1865718,285.0
97,1865769,285.0
98,1865819,287.0
99,1865870,289.0
100,1865920,286.0
101,1865971,287.0
102,1866021,288.0
103,1866072,289.0
104,1866123,290.0
105,1866174,291.0
106,1866225,291.0
107,1866276,292.0
108,1866327,292.0
109,1866377,293.0
110,1866428,295.0
111,1866479,296.0
112,1866529,293.0
113,1866580,295.0
114,1866630,295.0
115,1866681,297.0
116,1866732,296.0
117,1866784,296.0
118,1866835,297.0
119,1866886,297.0
120,1866936,298.0
121,1866987,298.0
122,1867037,303.0
123,1867088,303.0
124,1867139,305.0
125,1867190,303.0
126,1867241,301.0
127,1867292,302.0
128,1867343,303.0
129,1867394,304.0
130,1867444,305.0
131,1867495,305.0
132,1867546,305.0
133,1867597,303.0
134,1867648,307.0
135,1867699,309.0
136,1867750,307.0
137,1867800,306.0
138,1867850,307.0
139,1867901,306.0
140,1867952,307.0
141,1868003,307.0
142,1868054,306.0
143,1868105,308.0
144,1868156,308.0
145,1868207,308.0
146,1868258,311.0
147,1868308,313.0
148,1868359,314.0
149,1868409,310.0
150,1868460,311.0
151,1868510,312.0
152,1868561,312.0
153,1868612,313.0
154,1868662,313.0
155,1868713,312.0
156,1868763,313.0
157,1868813,312.0
158,1868864,313.0
159,1868914,313.0
160,1868965,314.0
161,1869015,314.0
162,1869065,314.0
163,1869116,314.0
164,1869167,314.0
165,1869217,316.0
166,1869267,316.0
167,1869318,316.0
168,1869369,314.0
169,1869420,315.0
170,1869471,315.0
171,1869522,316.0
172,1869572,314.0
173,1869622,316.0
174,1869673,316.0
175,1869724,316.0
176,1869775,316.0
177,1869826,316.0
178,1869877,315.0
179,1869928,316.0
180,1869979,316.0
181,1870030,316.0
182,1870080,316.0
183,1870131,316.0
184,1870182,316.0
185,1870232,316.0
186,1870283,316.0
187,1870334,316.0
188,1870385,316.0
189,1870436,316.0
190,1870487,316.0
191,1870537,317.0
192,1870588,317.0
193,1870638,318.0
194,1870689,316.0
195,1870740,316.0
196,1870791,316.0
197,1870841,316.0
198,1870892,317.0
199,1870943,316.0
200,1870994,316.0
201,1871044,316.0
202,1871094,317.0
203,1871145,316.0
204,1871195,317.0
205,1871246,316.0
206,1871297,316.0
207,1871348,319.0
208,1871399,318.0
209,1871449,316.0
210,1871500,316.0
211,1871550,318.0
212,1871601,318.0
213,1871652,319.0
214,1871703,318.0
215,1871753,317.0
216,1871804,318.0
217,1871854,318.0
218,1871905,319.0
219,1871955,318.0
220,1872006,319.0
221,1872057,318.0
222,1872108,322.0
223,1872159,319.0
224,1872210,319.0
225,1872261,319.0
226,1872311,321.0
227,1872362,319.0
228,1872412,319.0
229,1872463,318.0
230,1872514,319.0
231,1872564,319.0
232,1872615,320.0
233,1872666,319.0
234,1872717,319.0
235,1872768,321.0
236,1872819,320.0
237,1872870,319.0
238,1872921,320.0
239,1872972,320.0
240,1873022,320.0
241,1873073,319.0
242,1873124,319.0
243,1873175,319.0
244,1873226,321.0
245,1873276,319.0
246,1873327,319.0
247,1873377,322.0
248,1873427,323.0
249,1873478,322.0
250,1873528,322.0
251,1873579,320.0
252,1873630,321.0
253,1873680,319.0
254,1873731,320.0
255,1873781,320.0
256,1873831,320.0
257,1873881,320.0
258,1873932,322.0
259,1873982,320.0
260,1874033,320.0
261,1874083,320.0
262,1874133,319.0
263,1874184,320.0
264,1874234,321.0
265,1874285,321.0
266,1874335,322.0
267,1874386,322.0
268,1874437,320.0
269,1874487,324.0
270,1874538,324.0
271,1874589,321.0
272,1874640,321.0
273,1874690,322.0
274,1874741,321.0
275,1874791,321.0
276,1874842,321.0
277,1874892,320.0
278,1874943,320.0
279,1874993,319.0
280,1875043,322.0
281,1875094,321.0
282,1875144,321.0
283,1875195,322.0
284,1875245,321.0
285,1875296,322.0
286,1875346,321.0
287,1875396,320.0
288,1875446,320.0
289,1875497,321.0
290,1875547,324.0
291,1875597,324.0
292,1875647,324.0
293,1875698,323.0
294,1875749,323.0
295,1875799,322.0
296,1875850,319.0
297,1875900,322.0
298,1875951,320.0
299,1876002,321.0
300,1876053,321.0
301,1876103,320.0
302,1876154,321.0
303,1876204,321.0
304,1876255,321.0
305,1876305,321.0
306,1876355,321.0
307,1876406,320.0
308,1876456,321.0
309,1876507,321.0
310,1876558,325.0
311,1876609,322.0
312,1876660,322.0
313,1876710,321.0
314,1876763,321.0
315,1876814,322.0
316,1876865,322.0
317,1876915,321.0
318,1876966,321.0
319,1877017,321.0
320,1877067,325.0
321,1877118,324.0
322,1877169,320.0
323,1877219,321.0
324,1877270,322.0
325,1877320,322.0
326,1877370,321.0
327,1877421,322.0
328,1877471,322.0
329,1877521,320.0
330,1877572,321.0
331,1877622,321.0
332,1877673,321.0
333,1877723,321.0
334,1877773,322.0
335,1877824,320.0
336,1877875,321.0
337,1877926,322.0
338,1877977,319.0
339,1878028,324.0
340,1878079,321.0
341,1878130,324.0
342,1878180,322.0
343,1878230,322.0
344,1878280,322.0
345,1878330,322.0
346,1878381,322.0
347,1878432,322.0
348,1878483,321.0
349,1878534,322.0
350,1878585,321.0
351,1878636,321.0
352,1878687,321.0
353,1878738,325.0
354,1878789,322.0
355,1878839,321.0
356,1878890,322.0
357,1878941,321.0
358,1878991,321.0
359,1879042,322.0
360,1879092,321.0
361,1879143,321.0
362,1879194,320.0
363,1879245,322.0
364,1879296,321.0
365,1879346,322.0
366,1879397,320.0
367,1879447,324.0
368,1879498,326.0
369,1879549,322.0
370,1879600,322.0
371,1879650,322.0
372,1879701,321.0
373,1879751,321.0
374,1879802,322.0
375,1879853,322.0
376,1879904,321.0
377,1879954,322.0
378,1880005,322.0
379,1880056,321.0
380,1880107,321.0
381,1880158,325.0
382,1880209,323.0
383,1880260,322.0
384,1880311,322.0
385,1880361,323.0
386,1880412,321.0
387,1880463,322.0
388,1880513,322.0
389,1880564,321.0
390,1880614,321.0
391,1880664,322.0
392,1880715,322.0
393,1880766,323.0
394,1880817,321.0
395,1880868,325.0
396,1880919,324.0
397,1880969,322.0
398,1881020,323.0
399,1881071,322.0
400,1881121,322.0
401,1881172,322.0
402,1881222,323.0
403,1881273,321.0
404,1881324,321.0
405,1881375,321.0
406,1881426,321.0
407,1881476,322.0
408,1881526,319.0
409,1881577,322.0
410,1881627,325.0
411,1881677,324.0
412,1881728,325.0
413,1881779,322.0
414,1881829,321.0
415,1881880,322.0
416,1881930,321.0
417,1881980,322.0
418,1882031,321.0
419,1882082,321.0
420,1882133,321.0
421,1882183,320.0
422,1882234,322.0
423,1882285,322.0
424,1882336,322.0
425,1882386,320.0
426,1882437,322.0
427,1882487,325.0
428,1882538,324.0
429,1882588,323.0
430,1882639,322.0
431,1882689,322.0
432,1882740,322.0
433,1882790,322.0
434,1882840,323.0
435,1882890,321.0
436,1882941,323.0
437,1882991,322.0
438,1883042,322.0
439,1883092,321.0
440,1883143,321.0
441,1883194,324.0
442,1883244,323.0
443,1883295,322.0
444,1883345,322.0
445,1883396,322.0
446,1883446,322.0
447,1883497,321.0
448,1883547,326.0
449,1883597,324.0
450,1883647,324.0
451,1883698,324.0
452,1883749,322.0
453,1883799,322.0
454,1883850,322.0
455,1883900,321.0
456,1883951,321.0
457,1884001,323.0
458,1884051,322.0
459,1884101,321.0
460,1884152,322.0
461,1884203,320.0
462,1884253,320.0
463,1884304,320.0
464,1884354,321.0
465,1884405,322.0
466,1884456,322.0
467,1884507,321.0
468,1884557,325.0
469,1884608,322.0
470,1884658,322.0
471,1884709,324.0
472,1884760,321.0
473,1884810,321.0
474,1884861,322.0
475,1884911,322.0
476,1884962,322.0
477,1885012,321.0
478,1885062,322.0
479,1885113,322.0
480,1885163,321.0
481,1885214,321.0
482,1885264,322.0
483,1885314,322.0
484,1885365,321.0
485,1885415,320.0
486,1885466,322.0
487,1885517,322.0
488,1885568,324.0
489,1885618,321.0
490,1885669,323.0
491,1885720,322.0
492,1885771,322.0
