CH1,time,Ts
0.6023437500000001,0.0,2e-09
0.596875,2e-09,
0.8992187500000001,4e-09,
0.60859375,6.000000000000001e-09,
0.40390625,8e-09,
0.80078125,1e-08,
0.49765625,1.2000000000000002e-08,
0.6000000000000001,1.4000000000000001e-08,
0.5007812500000001,1.6e-08,
0.8,1.8000000000000002e-08,
0.3984375,2e-08,
0.5015625,2.2000000000000002e-08,
0.59921875,2.4000000000000003e-08,
0.69921875,2.6e-08,
0.7992187500000001,2.8000000000000003e-08,
0.6000000000000001,3.0000000000000004e-08,
0.7000000000000001,3.2e-08,
0.6000000000000001,3.4e-08,
0.7000000000000001,3.6000000000000005e-08,
0.6000000000000001,3.8e-08,
0.60078125,4e-08,
0.70078125,4.2000000000000006e-08,
0.6984375,4.4000000000000004e-08,
0.5,4.6e-08,
0.7000000000000001,4.8000000000000006e-08,
0.8,5.0000000000000004e-08,
0.7000000000000001,5.2e-08,
0.9,5.4e-08,
0.70234375,5.6000000000000005e-08,
0.7953125000000001,5.8e-08,
1.0984375,6.000000000000001e-08,
0.9929687500000001,6.2e-08,
0.7000000000000001,6.4e-08,
0.9015625,6.600000000000001e-08,
0.7976562500000001,6.8e-08,
0.7992187500000001,7e-08,
0.80234375,7.200000000000001e-08,
1.096875,7.4e-08,
1.003125,7.6e-08,
0.9007812500000001,7.800000000000001e-08,
0.8,8e-08,
0.8984375,8.2e-08,
1.00078125,8.400000000000001e-08,
0.8992187500000001,8.6e-08,
1.00078125,8.800000000000001e-08,
1.00078125,9.000000000000001e-08,
1.10078125,9.2e-08,
1.0992187500000001,9.400000000000001e-08,
0.99921875,9.600000000000001e-08,
0.99921875,9.8e-08,
0.9,1.0000000000000001e-07,
1.1015625,1.02e-07,
1.1,1.04e-07,
1.0,1.0600000000000001e-07,
1.2007812500000001,1.08e-07,
1.2000000000000002,1.1e-07,
1.0,1.1200000000000001e-07,
1.2007812500000001,1.14e-07,
1.29921875,1.16e-07,
1.1984375,1.1800000000000001e-07,
1.09609375,1.2000000000000002e-07,
1.00390625,1.22e-07,
1.4015625,1.24e-07,
1.4000000000000001,1.2600000000000002e-07,
1.5,1.28e-07,
1.5,1.3e-07,
1.49921875,1.3200000000000002e-07,
1.6,1.34e-07,
1.5054687500000001,1.36e-07,
1.2976562500000002,1.3800000000000002e-07,
1.70546875,1.4e-07,
1.5953125000000001,1.42e-07,
1.5007812500000002,1.4400000000000002e-07,
1.6015625,1.46e-07,
1.49140625,1.48e-07,
1.1015625,1.5000000000000002e-07,
1.6031250000000001,1.52e-07,
1.4015625,1.54e-07,
1.5992187500000001,1.5600000000000002e-07,
1.49921875,1.58e-07,
1.7000000000000002,1.6e-07,
1.4984375,1.6200000000000002e-07,
1.8960937500000001,1.64e-07,
1.709375,1.66e-07,
1.4015625,1.6800000000000002e-07,
1.9078125000000001,1.7000000000000001e-07,
2.0968750000000003,1.72e-07,
1.6984375,1.7400000000000002e-07,
1.8,1.7600000000000001e-07,
1.90078125,1.78e-07,
2.0,1.8000000000000002e-07,
1.8992187500000002,1.8200000000000002e-07,
1.9000000000000001,1.84e-07,
2.0,1.8600000000000002e-07,
2.1,1.8800000000000002e-07,
1.99921875,1.9e-07,
1.8992187500000002,1.9200000000000003e-07,
2.2,1.9400000000000002e-07,
1.8,1.96e-07,
2.1046875000000003,1.98e-07,
2.2984375,2.0000000000000002e-07,
1.99609375,2.02e-07,
2.0031250000000003,2.04e-07,
2.3976562500000003,2.0600000000000002e-07,
2.20390625,2.08e-07,
2.2953125,2.1e-07,
2.59765625,2.1200000000000002e-07,
2.4093750000000003,2.14e-07,
2.1984375000000003,2.16e-07,
2.3953125,2.1800000000000002e-07,
2.3984375,2.2e-07,
2.3000000000000003,2.22e-07,
2.4000000000000004,2.2400000000000002e-07,
2.30078125,2.26e-07,
2.6007812500000003,2.28e-07,
2.3984375,2.3000000000000002e-07,
2.3000000000000003,2.32e-07,
2.5015625000000004,2.34e-07,
2.20078125,2.3600000000000002e-07,
2.4984375,2.3800000000000001e-07,
2.5015625000000004,2.4000000000000003e-07,
2.4984375,2.42e-07,
2.6007812500000003,2.44e-07,
2.50078125,2.46e-07,
2.69921875,2.48e-07,
2.5,2.5000000000000004e-07,
2.7023437500000003,2.5200000000000003e-07,
2.8000000000000003,2.54e-07,
2.7,2.56e-07,
2.7,2.58e-07,
2.7,2.6e-07,
2.69921875,2.62e-07,
2.8000000000000003,2.6400000000000003e-07,
2.6,2.66e-07,
2.69921875,2.68e-07,
2.80078125,2.7e-07,
2.7,2.72e-07,
2.89921875,2.74e-07,
2.9000000000000004,2.7600000000000004e-07,
2.89921875,2.7800000000000003e-07,
2.9000000000000004,2.8e-07,
2.9992187500000003,2.82e-07,
3.1,2.84e-07,
2.69921875,2.86e-07,
2.9992187500000003,2.8800000000000004e-07,
2.80078125,2.9000000000000003e-07,
3.0984375,2.92e-07,
3.1015625,2.94e-07,
3.0015625000000004,2.96e-07,
2.89921875,2.98e-07,
3.0,3.0000000000000004e-07,
2.8984375,3.0200000000000003e-07,
2.9000000000000004,3.04e-07,
2.89921875,3.06e-07,
2.90078125,3.08e-07,
3.10234375,3.1e-07,
3.20390625,3.1200000000000004e-07,
2.8984375,3.1400000000000003e-07,
3.29921875,3.16e-07,
3.1,3.18e-07,
3.19921875,3.2e-07,
3.19921875,3.22e-07,
3.3000000000000003,3.2400000000000004e-07,
3.2007812500000004,3.2600000000000003e-07,
3.29921875,3.28e-07,
3.0,3.3e-07,
3.3000000000000003,3.32e-07,
3.1,3.34e-07,
3.3000000000000003,3.3600000000000004e-07,
3.3000000000000003,3.3800000000000004e-07,
2.9000000000000004,3.4000000000000003e-07,
3.1984375000000003,3.42e-07,
3.2007812500000004,3.44e-07,
2.9984375,3.46e-07,
3.29921875,3.4800000000000005e-07,
3.1015625,3.5000000000000004e-07,
3.19921875,3.5200000000000003e-07,
3.2,3.54e-07,
3.1984375000000003,3.56e-07,
3.00078125,3.58e-07,
3.19921875,3.6000000000000005e-07,
2.89921875,3.6200000000000004e-07,
3.1984375000000003,3.6400000000000003e-07,
3.19921875,3.66e-07,
3.3000000000000003,3.68e-07,
3.1007812500000003,3.7e-07,
3.1984375000000003,3.7200000000000005e-07,
3.2,3.7400000000000004e-07,
3.1984375000000003,3.7600000000000003e-07,
3.1968750000000004,3.78e-07,
2.9992187500000003,3.8e-07,
3.1,3.82e-07,
3.00078125,3.8400000000000005e-07,
3.19765625,3.8600000000000004e-07,
3.0031250000000003,3.8800000000000003e-07,
3.6015625,3.9e-07,
3.303125,3.92e-07,
3.39921875,3.94e-07,
3.203125,3.96e-07,
3.0984375,3.9800000000000004e-07,
3.29921875,4.0000000000000003e-07,
3.19765625,4.02e-07,
3.3976562500000003,4.04e-07,
2.996875,4.06e-07,
3.2046875000000004,4.08e-07,
3.4984375,4.1000000000000004e-07,
3.19921875,4.1200000000000004e-07,
3.4000000000000004,4.1400000000000003e-07,
3.39921875,4.16e-07,
3.1968750000000004,4.18e-07,
2.9992187500000003,4.2e-07,
3.39921875,4.2200000000000005e-07,
3.1984375000000003,4.2400000000000004e-07,
3.1,4.2600000000000003e-07,
3.1,4.28e-07,
3.1015625,4.3e-07,
3.0,4.32e-07,
3.3000000000000003,4.3400000000000005e-07,
3.0992187500000004,4.3600000000000004e-07,
3.3015625,4.3800000000000003e-07,
3.1984375000000003,4.4e-07,
2.9992187500000003,4.42e-07,
3.1,4.44e-07,
3.0,4.4600000000000005e-07,
3.1,4.4800000000000004e-07,
3.29921875,4.5000000000000003e-07,
3.3015625,4.52e-07,
3.19921875,4.54e-07,
3.2007812500000004,4.56e-07,
2.8960937500000004,4.5800000000000005e-07,
2.90078125,4.6000000000000004e-07,
2.89921875,4.6200000000000003e-07,
3.0031250000000003,4.64e-07,
3.2015625,4.66e-07,
3.19765625,4.68e-07,
3.0015625000000004,4.7000000000000005e-07,
2.9992187500000003,4.7200000000000004e-07,
2.90078125,4.7400000000000004e-07,
2.6984375000000003,4.7600000000000003e-07,
2.9976562500000004,4.78e-07,
2.903125,4.800000000000001e-07,
2.7984375000000004,4.82e-07,
2.9015625000000003,4.84e-07,
2.896875,4.86e-07,
2.8023437500000004,4.88e-07,
3.0992187500000004,4.900000000000001e-07,
2.8000000000000003,4.92e-07,
3.1007812500000003,4.940000000000001e-07,
3.0,4.96e-07,
2.79921875,4.98e-07,
2.8000000000000003,5.000000000000001e-07,
2.8000000000000003,5.02e-07,
2.7,5.040000000000001e-07,
2.8000000000000003,5.06e-07,
2.6015625,5.08e-07,
2.7007812500000004,5.1e-07,
2.79921875,5.12e-07,
2.5968750000000003,5.140000000000001e-07,
2.6031250000000004,5.16e-07,
2.80078125,5.180000000000001e-07,
2.69921875,5.2e-07,
2.7,5.22e-07,
2.89921875,5.24e-07,
