time,CH1,CH2
-0.0020004,0.044,-9.0
-0.002,0.048,-9.1
-0.0019996,0.044,-9.0
-0.0019992,0.048,-9.200000000000001
-0.0019988,0.044,-9.1
-0.0019984,0.048,-9.0
-0.0019979999999999998,0.04,-9.200000000000001
-0.0019976,0.04,-9.1
-0.0019971999999999998,0.036000000000000004,-9.200000000000001
-0.0019968,0.032,-9.200000000000001
-0.0019963999999999997,0.044,-9.200000000000001
-0.001996,0.036000000000000004,-9.200000000000001
-0.0019955999999999997,0.044,-9.200000000000001
-0.0019952,0.036000000000000004,-9.1
-0.0019947999999999997,0.036000000000000004,-9.200000000000001
-0.0019944,0.036000000000000004,-9.3
-0.0019939999999999997,0.036000000000000004,-9.200000000000001
-0.0019936,0.036000000000000004,-9.3
-0.0019931999999999997,0.036000000000000004,-9.1
-0.0019928,0.036000000000000004,-9.3
-0.0019923999999999996,0.032,-9.4
-0.001992,0.036000000000000004,-9.3
-0.0019915999999999996,0.032,-9.3
-0.0019912,0.032,-9.1
-0.0019908,0.028,-9.3
-0.0019904,0.028,-9.3
-0.00199,0.036000000000000004,-9.200000000000001
-0.0019896,0.036000000000000004,-9.3
-0.0019892,0.036000000000000004,-9.3
-0.0019887999999999998,0.024,-9.3
-0.0019884,0.032,-9.200000000000001
-0.0019879999999999997,0.036000000000000004,-9.3
-0.0019876,0.036000000000000004,-9.200000000000001
-0.0019871999999999997,0.032,-9.3
-0.0019868,0.024,-9.3
-0.0019863999999999997,0.028,-9.4
-0.001986,0.02,-9.200000000000001
-0.0019855999999999997,0.024,-9.3
-0.0019852,0.024,-9.200000000000001
-0.0019847999999999997,0.028,-9.3
-0.0019844,0.024,-9.3
-0.0019839999999999997,0.024,-9.3
-0.0019836,0.016,-9.3
-0.0019831999999999996,0.02,-9.3
-0.0019828,0.02,-9.4
-0.0019824,0.02,-9.3
-0.001982,0.016,-9.200000000000001
-0.0019816,0.02,-9.3
-0.0019812,0.016,-9.3
-0.0019808,0.02,-9.3
-0.0019803999999999998,0.016,-9.3
-0.00198,0.012,-9.3
-0.0019795999999999998,0.02,-9.3
-0.0019792,0.012,-9.3
-0.0019787999999999997,0.016,-9.4
-0.0019784,0.012,-9.200000000000001
-0.0019779999999999997,0.008,-9.3
-0.0019776,0.012,-9.4
-0.0019771999999999997,0.02,-9.5
-0.0019768,0.008,-9.3
-0.0019763999999999997,0.008,-9.200000000000001
-0.001976,0.008,-9.3
-0.0019755999999999997,0.008,-9.3
-0.0019752,0.008,-9.4
-0.0019747999999999996,0.012,-9.3
-0.0019744,0.012,-9.3
-0.0019739999999999996,0.012,-9.4
-0.0019736,0.012,-9.4
-0.0019732,0.004,-9.5
-0.0019728,0.004,-9.5
-0.0019724,0.004,-9.3
-0.001972,0.008,-9.3
-0.0019716,0.004,-9.3
-0.0019711999999999998,0.004,-9.3
-0.0019708,0.004,-9.5
-0.0019703999999999998,0.008,-9.4
-0.00197,0.004,-9.5
-0.0019695999999999997,0.0,-9.5
-0.0019692,0.004,-9.4
-0.0019687999999999997,0.0,-9.3
-0.0019684,0.0,-9.5
-0.0019679999999999997,-0.004,-9.5
-0.0019676,0.004,-9.4
-0.0019671999999999997,-0.004,-9.4
-0.0019668,-0.004,-9.5
-0.0019663999999999997,-0.004,-9.5
-0.001966,-0.008,-9.4
-0.0019655999999999996,0.004,-9.5
-0.0019652,-0.004,-9.3
-0.0019648,0.0,-9.4
-0.0019644,-0.008,-9.4
-0.001964,-0.008,-9.5
-0.0019636,-0.004,-9.600000000000001
