time,CH1,CH2
-0.2,0.75,0.73
-0.19996,0.75,0.75
-0.19992000000000001,0.75,0.74
-0.19988,0.74,0.76
-0.19984000000000002,0.76,0.75
-0.1998,0.75,0.75
-0.19976000000000002,0.74,0.77
-0.19972,0.76,0.75
-0.19968000000000002,0.75,0.74
-0.19964,0.74,0.75
-0.1996,0.74,0.74
-0.19956000000000002,0.74,0.75
-0.19952,0.75,0.74
-0.19948000000000002,0.73,0.74
-0.19944,0.76,0.73
-0.19940000000000002,0.74,0.74
-0.19936,0.74,0.72
-0.19932,0.74,0.74
-0.19928,0.72,0.73
-0.19924,0.74,0.73
-0.19920000000000002,0.72,0.73
-0.19916,0.73,0.73
-0.19912000000000002,0.75,0.74
-0.19908,0.74,0.73
-0.19904000000000002,0.73,0.73
-0.199,0.73,0.73
-0.19896,0.74,0.73
-0.19892,0.73,0.73
-0.19888,0.74,0.72
-0.19884000000000002,0.75,0.72
-0.1988,0.73,0.72
-0.19876000000000002,0.73,0.72
-0.19872,0.72,0.73
-0.19868000000000002,0.73,0.72
-0.19864,0.72,0.72
-0.1986,0.75,0.71
-0.19856000000000001,0.72,0.73
-0.19852,0.72,0.71
-0.19848000000000002,0.74,0.72
-0.19844,0.73,0.71
-0.19840000000000002,0.73,0.71
-0.19836,0.73,0.72
-0.19832000000000002,0.72,0.71
-0.19828,0.72,0.7000000000000001
-0.19824,0.72,0.71
-0.19820000000000002,0.73,0.71
-0.19816,0.71,0.71
-0.19812000000000002,0.73,0.71
-0.19808,0.71,0.71
-0.19804000000000002,0.72,0.72
-0.198,0.72,0.71
-0.19796000000000002,0.7000000000000001,0.6900000000000001
-0.19792,0.7000000000000001,0.7000000000000001
-0.19788,0.71,0.6900000000000001
-0.19784000000000002,0.71,0.7000000000000001
-0.1978,0.71,0.7000000000000001
-0.19776000000000002,0.71,0.6900000000000001
-0.19772,0.72,0.6900000000000001
-0.19768000000000002,0.7000000000000001,0.6900000000000001
-0.19764,0.71,0.6900000000000001
-0.1976,0.71,0.6900000000000001
-0.19756,0.71,0.68
-0.19752,0.6900000000000001,0.68
-0.19748000000000002,0.7000000000000001,0.6900000000000001
-0.19744,0.71,0.6900000000000001
-0.19740000000000002,0.7000000000000001,0.6900000000000001
-0.19736,0.71,0.6900000000000001
-0.19732000000000002,0.71,0.68
-0.19728,0.71,0.71
-0.19724,0.71,0.6900000000000001
-0.19720000000000001,0.7000000000000001,0.68
-0.19716,0.7000000000000001,0.67
-0.19712000000000002,0.7000000000000001,0.67
-0.19708,0.7000000000000001,0.68
-0.19704000000000002,0.7000000000000001,0.6900000000000001
-0.197,0.7000000000000001,0.67
-0.19696000000000002,0.68,0.68
-0.19692,0.7000000000000001,0.68
-0.19688,0.7000000000000001,0.67
-0.19684000000000001,0.7000000000000001,0.68
-0.1968,0.6900000000000001,0.67
-0.19676000000000002,0.71,0.67
-0.19672,0.7000000000000001,0.67
-0.19668000000000002,0.6900000000000001,0.67
-0.19664,0.7000000000000001,0.66
-0.1966,0.7000000000000001,0.67
-0.19656,0.68,0.67
-0.19652,0.68,0.67
-0.19648000000000002,0.7000000000000001,0.65
-0.19644,0.67,0.65
-0.19640000000000002,0.68,0.67
-0.19636,0.7000000000000001,0.65
-0.19632000000000002,0.68,0.65
-0.19628,0.68,0.67
-0.19624,0.68,0.67
-0.1962,0.6900000000000001,0.65
-0.19616,0.7000000000000001,0.64
-0.19612000000000002,0.67,0.65
-0.19608,0.68,0.65
-0.19604000000000002,0.67,0.64
-0.196,0.7000000000000001,0.64
-0.19596000000000002,0.67,0.65
-0.19592,0.7000000000000001,0.65
-0.19588,0.66,0.65
-0.19584000000000001,0.68,0.64
-0.1958,0.68,0.64
-0.19576000000000002,0.67,0.65
-0.19572,0.7000000000000001,0.65
-0.19568000000000002,0.67,0.63
-0.19564,0.68,0.67
-0.19560000000000002,0.67,0.62
-0.19556,0.66,0.63
-0.19552,0.67,0.64
-0.19548000000000001,0.68,0.65
-0.19544,0.66,0.64
-0.19540000000000002,0.67,0.64
-0.19536,0.66,0.63
-0.19532000000000002,0.67,0.64
-0.19528,0.68,0.65
-0.19524000000000002,0.66,0.63
-0.1952,0.68,0.64
-0.19516,0.65,0.63
-0.19512000000000002,0.65,0.62
-0.19508,0.65,0.63
-0.19504000000000002,0.66,0.62
-0.195,0.64,0.63
-0.19496000000000002,0.66,0.62
-0.19492,0.66,0.63
-0.19488,0.67,0.62
-0.19484,0.66,0.63
-0.1948,0.66,0.63
-0.19476000000000002,0.65,0.62
-0.19472,0.66,0.61
-0.19468000000000002,0.66,0.62
-0.19464,0.65,0.62
-0.19460000000000002,0.65,0.61
-0.19456,0.66,0.62
-0.19452,0.65,0.61
-0.19448000000000001,0.65,0.61
-0.19444,0.65,0.6
-0.19440000000000002,0.66,0.6
-0.19436,0.65,0.61
-0.19432000000000002,0.66,0.61
-0.19428,0.64,0.59
-0.19424000000000002,0.64,0.62
-0.1942,0.64,0.59
-0.19416,0.64,0.61
-0.19412000000000001,0.64,0.6
-0.19408,0.64,0.61
-0.19404000000000002,0.64,0.59
-0.194,0.62,0.61
-0.19396000000000002,0.64,0.59
-0.19392,0.64,0.59
-0.19388,0.62,0.59
