CH1,CH3,time,Ts
0.13984375000000002,1.49453125,0.0,4e-10
0.129921875,1.4984375,4e-10,
0.15,1.5,8e-10,
0.1296875,1.4000000000000001,1.2e-09,
0.140390625,1.5015625000000001,1.6e-09,
0.13984375000000002,1.5007812500000002,2e-09,
0.13,1.6023437500000002,2.4e-09,
0.14015625,1.4015625,2.8000000000000003e-09,
0.150625,1.89375,3.2e-09,
0.129765625,1.8890625,3.6e-09,
0.1496875,1.5984375000000002,4e-09,
0.122109375,1.80703125,4.4000000000000005e-09,
0.099609375,1.7890625,4.8e-09,
0.11945312500000001,1.7000000000000002,5.2e-09,
0.12,1.91015625,5.6000000000000005e-09,
0.12953125000000001,1.99609375,6e-09,
0.14984375,1.5992187500000001,6.4e-09,
0.15,2.00859375,6.8000000000000005e-09,
0.15015625,2.09765625,7.2e-09,
0.13140625,1.88984375,7.6e-09,
0.118671875,1.8023437500000001,8e-09,
0.157109375,2.009375,8.4e-09,
0.15296875000000001,1.990625,8.800000000000001e-09,
0.11015625,1.90234375,9.2e-09,
0.1465625,1.99921875,9.6e-09,
0.160625,1.8992187500000002,1e-08,
0.150546875,2.0015625,1.04e-08,
0.149140625,2.00234375,1.08e-08,
0.1603125,1.90234375,1.1200000000000001e-08,
0.140859375,2.2,1.16e-08,
0.13953125,1.90625,1.2e-08,
0.14078125,1.80390625,1.24e-08,
0.12070312500000001,1.6960937500000002,1.28e-08,
0.127109375,1.959375,1.32e-08,
0.161015625,2.115625,1.3600000000000001e-08,
0.136484375,1.99609375,1.4000000000000001e-08,
0.131328125,2.109375,1.44e-08,
0.14015625,1.8046875,1.48e-08,
0.14078125,1.89453125,1.52e-08,
0.14960937500000002,1.8992187500000002,1.56e-08,
0.140390625,2.1,1.6e-08,
0.13789062500000002,2.29921875,1.64e-08,
0.111171875,1.99140625,1.68e-08,
0.171328125,1.8,1.7200000000000002e-08,
0.138671875,2.00078125,1.7600000000000002e-08,
0.153203125,2.1,1.8e-08,
0.1684375,2.1,1.84e-08,
0.12859375,2.1,1.88e-08,
0.153359375,1.8,1.92e-08,
0.1690625,2.1164062500000003,1.96e-08,
0.149453125,2.0921875,2e-08,
0.16132812500000002,2.0015625,2.04e-08,
0.1571875,1.98828125,2.08e-08,
0.14296875,1.81484375,2.12e-08,
0.191171875,2.2046875,2.16e-08,
0.14515625000000001,2.00234375,2.2000000000000002e-08,
0.145078125,2.41484375,2.2400000000000002e-08,
0.18812500000000001,2.1765625,2.2800000000000002e-08,
0.12609375,1.6929687500000001,2.32e-08,
0.14250000000000002,1.9203125,2.36e-08,
0.150859375,2.0921875,2.4e-08,
0.17109375000000002,1.7976562500000002,2.44e-08,
0.168515625,1.8992187500000002,2.48e-08,
0.15,1.6984375,2.52e-08,
0.1715625,2.0890625000000003,2.56e-08,
0.179140625,1.91640625,2.6e-08,
0.159609375,1.98046875,2.64e-08,
0.1690625,1.88125,2.6800000000000002e-08,
0.170703125,1.59609375,2.7200000000000002e-08,
0.168984375,1.8921875000000001,2.7600000000000002e-08,
0.18109375,1.8023437500000001,2.8000000000000003e-08,
0.150703125,1.9015625,2.84e-08,
0.1765625,2.20078125,2.88e-08,
0.183046875,1.7937500000000002,2.92e-08,
0.15046875,1.60546875,2.96e-08,
0.168671875,2.2062500000000003,3.0000000000000004e-08,
0.170390625,1.9851562500000002,3.04e-08,
0.16984375000000002,1.90625,3.08e-08,
0.17960937500000002,2.1015625,3.12e-08,
0.19,1.990625,3.16e-08,
0.18046875,1.7828125000000001,3.2e-08,
0.170234375,1.609375,3.24e-08,
0.178515625,1.9015625,3.28e-08,
0.20078125,1.81875,3.32e-08,
0.160234375,2.0929687500000003,3.36e-08,
0.18937500000000002,1.6734375000000001,3.4e-08,
0.170390625,1.7007812500000001,3.4400000000000004e-08,
0.18890625,1.7273437500000002,3.48e-08,
0.2,2.10703125,3.5200000000000004e-08,
0.1903125,1.77265625,3.56e-08,
0.180234375,1.61328125,3.6e-08,
0.16953125,1.9015625,3.64e-08,
0.19015625,1.6929687500000001,3.68e-08,
0.178671875,1.921875,3.72e-08,
0.21890625,1.9765625,3.76e-08,
0.200703125,1.396875,3.8e-08,
0.19125,1.8984375,3.84e-08,
0.15984375,1.7125000000000001,3.8800000000000003e-08,
0.19718750000000002,1.79140625,3.92e-08,
0.2103125,1.7078125000000002,3.9600000000000004e-08,
0.210234375,1.8414062500000001,4e-08,
0.198359375,1.91640625,4.0400000000000004e-08,
0.17046875,1.5007812500000002,4.08e-08,
0.222265625,1.703125,4.12e-08,
0.218515625,1.9000000000000001,4.16e-08,
0.18015625,1.79921875,4.2e-08,
0.210625,2.0,4.24e-08,
0.188359375,1.8054687500000002,4.28e-08,
0.18031250000000001,1.896875,4.32e-08,
0.2015625,2.0,4.36e-08,
0.2196875,1.8,4.4000000000000004e-08,
0.200078125,1.8984375,4.44e-08,
0.220234375,1.49921875,4.4800000000000004e-08,
0.2,1.8023437500000001,4.52e-08,
0.2,1.7015625,4.5600000000000005e-08,
0.22,1.70234375,4.6e-08,
0.209921875,1.5921875,4.64e-08,
0.22015625,1.51171875,4.68e-08,
0.21953125,2.0015625,4.72e-08,
0.19968750000000002,1.8,4.76e-08,
0.2,2.1,4.8e-08,
0.2103125,1.59375,4.84e-08,
0.22984375,1.7976562500000002,4.88e-08,
0.21,2.09921875,4.9200000000000004e-08,
0.22968750000000002,1.6023437500000002,4.96e-08,
