CH1,CH2,CH4,time,Ts
372.0625,9.1215625,-4.80625,0.0,2e-09
367.984375,9.1996875,-6.3968750000000005,2e-09,
373.953125,9.08,-6.009375,4e-09,
372.015625,9.1203125,-6.0,6.000000000000001e-09,
368.0,9.0003125,-5.59375,8e-09,
366.046875,9.120000000000001,-5.61875,1e-08,
374.046875,9.159375,-6.4,1.2000000000000002e-08,
369.875,8.9996875,-6.409375000000001,1.4000000000000001e-08,
364.046875,9.0796875,-7.196875,1.6e-08,
375.96875,9.0778125,-5.61875,1.8000000000000002e-08,
372.03125,9.200000000000001,-5.5843750000000005,2e-08,
367.96875,9.120000000000001,-6.3968750000000005,2.2000000000000002e-08,
377.890625,9.1996875,-4.80625,2.4000000000000003e-08,
376.09375,9.040000000000001,-5.190625000000001,2.6e-08,
370.046875,9.119375,-5.6000000000000005,2.8000000000000003e-08,
370.046875,9.2003125,-5.6000000000000005,3.0000000000000004e-08,
368.015625,9.120000000000001,-6.0,3.2e-08,
369.9375,9.16,-6.0,3.4e-08,
364.0,9.0796875,-6.0,3.6000000000000005e-08,
370.03125,9.0803125,-6.4,3.8e-08,
367.984375,9.1203125,-6.393750000000001,4e-08,
372.09375,9.160625,-5.203125,4.2000000000000006e-08,
375.9375,9.201875,-5.59375,4.4000000000000004e-08,
367.984375,9.0390625,-5.603125,4.6e-08,
375.953125,9.2796875,-6.4,4.8000000000000006e-08,
368.140625,9.119375,-6.0,5.0000000000000004e-08,
365.921875,9.1596875,-6.4,5.2e-08,
373.953125,9.040000000000001,-6.0,5.4e-08,
370.078125,9.1596875,-6.393750000000001,5.6000000000000005e-08,
370.03125,9.0403125,-6.800000000000001,5.8e-08,
369.984375,9.120000000000001,-6.0,6.000000000000001e-08,
365.96875,9.040000000000001,-7.2,6.2e-08,
366.0,9.040625,-6.393750000000001,6.4e-08,
370.03125,9.200000000000001,-5.6000000000000005,6.600000000000001e-08,
376.0,9.08,-6.4,6.8e-08,
367.96875,9.07875,-5.60625,7e-08,
370.03125,9.120000000000001,-4.800000000000001,7.200000000000001e-08,
368.0,9.120000000000001,-5.1875,7.4e-08,
367.9375,9.16,-7.1937500000000005,7.6e-08,
382.015625,9.120000000000001,-6.796875,7.800000000000001e-08,
372.03125,9.119375,-6.4,8e-08,
374.015625,9.0390625,-6.009375,8.2e-08,
366.046875,9.0371875,-5.575,8.400000000000001e-08,
366.0,9.120000000000001,-7.2,8.6e-08,
370.0,9.0403125,-6.0,8.800000000000001e-08,
369.953125,9.2003125,-6.809375,9.000000000000001e-08,
370.078125,9.15875,-5.99375,9.2e-08,
377.984375,9.1603125,-6.4,9.400000000000001e-08,
365.96875,9.200000000000001,-6.796875,9.600000000000001e-08,
370.0,9.16,-5.6000000000000005,9.8e-08,
366.0,9.159375,-6.403125,1.0000000000000001e-07,
372.0,9.0396875,-5.190625000000001,1.02e-07,
374.0,9.08125,-5.2,1.04e-07,
370.109375,9.1196875,-5.996875,1.0600000000000001e-07,
363.953125,9.08,-6.0,1.08e-07,
371.953125,9.120625,-6.393750000000001,1.1e-07,
369.921875,9.040000000000001,-7.6000000000000005,1.1200000000000001e-07,
370.046875,9.160937500000001,-6.790625,1.14e-07,
374.03125,9.159062500000001,-4.800000000000001,1.16e-07,
371.875,9.0784375,-6.393750000000001,1.1800000000000001e-07,
365.984375,9.04125,-6.4,1.2000000000000002e-07,
368.015625,9.160625,-6.403125,1.22e-07,
366.015625,9.1203125,-6.003125000000001,1.24e-07,
367.921875,9.08,-6.0,1.2600000000000002e-07,
371.984375,8.9590625,-6.393750000000001,1.28e-07,
372.078125,9.160937500000001,-4.796875,1.3e-07,
367.890625,9.079062500000001,-5.6000000000000005,1.3200000000000002e-07,
380.0625,9.0796875,-6.0,1.34e-07,
362.203125,9.04125,-5.60625,1.36e-07,
370.15625,8.9996875,-5.6000000000000005,1.3800000000000002e-07,
370.0,9.080937500000001,-5.60625,1.4e-07,
371.96875,9.2409375,-6.0,1.42e-07,
368.015625,9.1975,-5.203125,1.4400000000000002e-07,
371.984375,9.0803125,-5.6156250000000005,1.46e-07,
365.984375,9.200625,-6.800000000000001,1.48e-07,
368.0,9.1225,-5.621875,1.5000000000000002e-07,
361.96875,9.0796875,-5.6000000000000005,1.52e-07,
368.0,9.080937500000001,-7.2,1.54e-07,
372.0,9.1615625,-6.8125,1.5600000000000002e-07,
365.984375,9.1990625,-6.4,1.58e-07,
368.0,9.1615625,-6.4,1.6e-07,
368.03125,9.279375,-6.40625,1.6200000000000002e-07,
366.0,9.040000000000001,-5.6000000000000005,1.64e-07,
370.03125,9.120000000000001,-5.2093750000000005,1.66e-07,
369.9375,9.0396875,-6.80625,1.6800000000000002e-07,
365.984375,9.079375,-6.378125000000001,1.7000000000000001e-07,
370.09375,9.0,-5.60625,1.72e-07,
374.015625,9.1203125,-6.4,1.7400000000000002e-07,
376.0,9.119375,-5.603125,1.7600000000000001e-07,
369.984375,9.200000000000001,-6.0,1.78e-07,
371.984375,9.119375,-5.6000000000000005,1.8000000000000002e-07,
374.0,9.2021875,-6.796875,1.8200000000000002e-07,
375.96875,9.237187500000001,-6.800000000000001,1.84e-07,
380.09375,8.9590625,-6.393750000000001,1.8600000000000002e-07,
368.109375,9.120000000000001,-7.203125,1.8800000000000002e-07,
368.0625,9.16,-5.590625,1.9e-07,
368.0,9.15875,-5.996875,1.9200000000000003e-07,
367.984375,8.9996875,-6.4,1.9400000000000002e-07,
368.046875,9.1203125,-6.4,1.96e-07,
369.9375,9.0409375,-6.403125,1.98e-07,
363.953125,9.200625,-5.612500000000001,2.0000000000000002e-07,
366.015625,9.08,-5.5843750000000005,2.02e-07,
365.96875,9.16,-6.800000000000001,2.04e-07,
371.984375,9.08,-6.003125000000001,2.0600000000000002e-07,
369.984375,9.16,-6.0125,2.08e-07,
373.984375,9.0796875,-6.800000000000001,2.1e-07,
372.03125,9.11875,-6.0,2.1200000000000002e-07,
371.96875,9.0415625,-6.4,2.14e-07,
372.109375,9.2396875,-6.800000000000001,2.16e-07,
366.0625,9.03875,-6.409375000000001,2.1800000000000002e-07,
376.0625,9.0803125,-5.6000000000000005,2.2e-07,
367.875,9.0403125,-6.4,2.22e-07,
362.0,9.1196875,-5.603125,2.2400000000000002e-07,
368.0,9.0815625,-6.4,2.26e-07,
374.015625,9.2403125,-6.3968750000000005,2.28e-07,
371.953125,8.9990625,-5.603125,2.3000000000000002e-07,
361.96875,9.2034375,-5.99375,2.32e-07,
366.0,9.15625,-6.4,2.34e-07,
364.0,9.0015625,-5.996875,2.3600000000000002e-07,
368.0,9.161875,-7.196875,2.3800000000000001e-07,
372.0,9.1625,-6.0,2.4000000000000003e-07,
370.03125,9.36,-5.190625000000001,2.42e-07,
363.984375,9.158125,-6.3875,2.44e-07,
374.0,9.120000000000001,-6.3875,2.46e-07,
369.90625,9.1603125,-5.2,2.48e-07,
366.015625,9.1184375,-6.4,2.5000000000000004e-07,
372.0625,9.080625,-6.7875000000000005,2.5200000000000003e-07,
373.96875,9.160625,-5.6000000000000005,2.54e-07,
370.078125,9.1653125,-7.2,2.56e-07,
369.890625,9.03875,-6.440625000000001,2.58e-07,
375.984375,9.2384375,-4.0,2.6e-07,
371.984375,9.1615625,-6.009375,2.62e-07,
374.140625,9.120625,-6.409375000000001,2.6400000000000003e-07,
364.09375,9.0771875,-5.6000000000000005,2.66e-07,
369.84375,9.24125,-5.596875000000001,2.68e-07,
367.9375,9.041875000000001,-5.6000000000000005,2.7e-07,
366.015625,9.1190625,-5.603125,2.72e-07,
372.015625,9.1196875,-5.203125,2.74e-07,
372.0,9.1596875,-6.0,2.7600000000000004e-07,
372.0625,9.16,-5.6000000000000005,2.7800000000000003e-07,
380.0,9.120000000000001,-6.4,2.8e-07,
372.0,9.1628125,-5.2093750000000005,2.82e-07,
372.046875,9.00125,-6.0,2.84e-07,
367.921875,9.078125,-6.0062500000000005,2.86e-07,
376.015625,9.1596875,-6.8031250000000005,2.8800000000000004e-07,
362.078125,9.1603125,-6.4,2.9000000000000003e-07,
367.875,9.079375,-6.4,2.92e-07,
