,t,v
0,1871030.0,0.0
1,1871137.0,0.0
2,1871178.0,0.0
3,1871214.0,0.0
4,1871250.0,0.0
5,1871287.0,0.0
6,1871323.0,0.0
7,1871360.0,0.0
8,1871396.0,0.0
9,1871433.0,0.0
10,1871470.0,0.0
11,1871506.0,0.0
12,1871542.0,0.0
13,1871579.0,0.0
14,1871615.0,0.0
15,1871652.0,0.0
16,1871689.0,0.0
17,1871725.0,0.0
18,1871761.0,0.0
19,1871798.0,0.0
20,1871835.0,0.0
21,1871871.0,0.0
22,1871907.0,0.0
23,1871944.0,0.0
24,1871981.0,0.0
25,1872018.0,0.0
26,1872055.0,0.0
27,1872092.0,0.0
28,1872129.0,0.0
29,1872169.0,0.0
30,1872205.0,0.0
31,1872242.0,0.0
32,1872279.0,0.0
33,1872315.0,0.0
34,1872351.0,0.0
35,1872388.0,0.0
36,1872424.0,0.0
37,1872461.0,0.0
38,1872497.0,0.0
39,1872534.0,0.0
40,1872570.0,0.0
41,1872606.0,0.0
42,1872643.0,0.0
43,1872680.0,0.0
44,1872716.0,0.0
45,1872753.0,0.0
46,1872789.0,1.0
47,1872826.0,1.0
48,1872863.0,7.0
49,1872899.0,7.0
50,1872936.0,8.0
51,1872972.0,11.0
52,1873009.0,12.0
53,1873046.0,12.0
54,1873083.0,15.0
55,1873120.0,13.0
56,1873160.0,17.0
57,1873197.0,20.0
58,1873234.0,21.0
59,1873271.0,21.0
60,1873307.0,23.0
61,1873344.0,26.0
62,1873380.0,26.0
63,1873417.0,28.0
64,1873453.0,32.0
65,1873489.0,32.0
66,1873526.0,34.0
67,1873563.0,35.0
68,1873599.0,35.0
69,1873636.0,36.0
70,1873672.0,39.0
71,1873709.0,38.0
72,1873745.0,40.0
73,1873782.0,42.0
74,1873818.0,43.0
75,1873855.0,47.0
76,1873891.0,45.0
77,1873928.0,47.0
78,1873965.0,50.0
79,1874001.0,48.0
80,1874038.0,50.0
81,1874074.0,55.0
82,1874111.0,52.0
83,1874147.0,55.0
84,1874188.0,56.0
85,1874224.0,59.0
86,1874261.0,59.0
87,1874297.0,59.0
88,1874334.0,62.0
89,1874370.0,62.0
90,1874407.0,63.0
91,1874443.0,67.0
92,1874480.0,66.0
93,1874517.0,67.0
94,1874553.0,70.0
95,1874590.0,69.0
96,1874626.0,71.0
97,1874663.0,75.0
98,1874700.0,73.0
99,1874736.0,75.0
100,1874773.0,78.0
101,1874809.0,78.0
102,1874846.0,78.0
103,1874882.0,82.0
104,1874919.0,82.0
105,1874955.0,82.0
106,1874992.0,82.0
107,1875029.0,83.0
108,1875066.0,84.0
109,1875103.0,86.0
110,1875140.0,86.0
111,1875180.0,87.0
112,1875217.0,89.0
113,1875253.0,92.0
114,1875289.0,91.0
115,1875326.0,92.0
116,1875362.0,95.0
117,1875399.0,94.0
118,1875435.0,95.0
119,1875472.0,96.0
120,1875508.0,96.0
121,1875545.0,97.0
122,1875581.0,99.0
123,1875618.0,100.0
124,1875654.0,104.0
125,1875691.0,103.0
126,1875727.0,104.0
127,1875763.0,105.0
128,1875800.0,105.0
129,1875837.0,105.0
130,1875873.0,108.0
131,1875910.0,106.0
132,1875947.0,106.0
133,1875983.0,111.0
134,1876025.0,109.0
135,1876061.0,111.0
136,1876098.0,112.0
137,1876135.0,114.0
138,1876175.0,114.0
139,1876212.0,116.0
140,1876248.0,116.0
141,1876285.0,116.0
142,1876322.0,117.0
143,1876358.0,117.0
144,1876394.0,119.0
145,1876431.0,118.0
146,1876467.0,121.0
147,1876504.0,125.0
148,1876541.0,123.0
149,1876577.0,125.0
150,1876614.0,127.0
151,1876650.0,125.0
152,1876687.0,127.0
153,1876724.0,129.0
154,1876760.0,127.0
155,1876797.0,129.0
156,1876833.0,130.0
157,1876870.0,129.0
158,1876906.0,129.0
159,1876943.0,133.0
160,1876980.0,130.0
161,1877017.0,131.0
162,1877054.0,136.0
163,1877090.0,133.0
164,1877127.0,135.0
165,1877168.0,136.0
166,1877204.0,137.0
167,1877241.0,138.0
168,1877277.0,138.0
169,1877314.0,141.0
170,1877350.0,139.0
171,1877387.0,139.0
172,1877423.0,143.0
173,1877460.0,141.0
174,1877496.0,141.0
175,1877532.0,144.0
176,1877569.0,144.0
177,1877605.0,143.0
178,1877642.0,147.0
179,1877679.0,145.0
180,1877716.0,147.0
181,1877752.0,149.0
182,1877788.0,148.0
183,1877825.0,150.0
184,1877862.0,149.0
185,1877898.0,152.0
186,1877934.0,150.0
187,1877971.0,151.0
188,1878008.0,152.0
189,1878046.0,152.0
190,1878083.0,153.0
191,1878119.0,152.0
192,1878160.0,152.0
193,1878197.0,153.0
194,1878233.0,157.0
195,1878270.0,155.0
196,1878306.0,155.0
197,1878343.0,159.0
198,1878379.0,157.0
199,1878416.0,159.0
200,1878452.0,161.0
201,1878489.0,158.0
202,1878525.0,160.0
203,1878562.0,163.0
204,1878598.0,161.0
205,1878635.0,162.0
206,1878671.0,163.0
207,1878708.0,163.0
208,1878745.0,164.0
209,1878781.0,164.0
210,1878817.0,164.0
211,1878854.0,168.0
212,1878890.0,166.0
213,1878927.0,166.0
214,1878963.0,169.0
215,1878999.0,167.0
216,1879036.0,166.0
217,1879073.0,171.0
218,1879109.0,168.0
219,1879146.0,171.0
220,1879186.0,171.0
221,1879223.0,175.0
222,1879259.0,172.0
223,1879296.0,172.0
224,1879332.0,175.0
225,1879369.0,174.0
226,1879405.0,174.0
227,1879442.0,176.0
228,1879479.0,174.0
229,1879516.0,175.0
230,1879552.0,176.0
231,1879589.0,176.0
232,1879625.0,176.0
233,1879662.0,176.0
234,1879698.0,176.0
235,1879735.0,176.0
236,1879772.0,177.0
237,1879808.0,177.0
238,1879845.0,177.0
239,1879881.0,178.0
240,1879918.0,179.0
241,1879954.0,179.0
242,1879991.0,179.0
243,1880029.0,179.0
244,1880065.0,181.0
245,1880102.0,175.0
246,1880138.0,182.0
247,1880179.0,182.0
248,1880216.0,182.0
249,1880252.0,186.0
250,1880289.0,184.0
251,1880325.0,184.0
252,1880362.0,185.0
253,1880398.0,185.0
254,1880435.0,186.0
255,1880471.0,185.0
256,1880508.0,187.0
257,1880544.0,188.0
258,1880581.0,188.0
259,1880618.0,188.0
260,1880654.0,188.0
261,1880691.0,188.0
262,1880728.0,188.0
263,1880764.0,190.0
264,1880801.0,189.0
265,1880837.0,190.0
266,1880874.0,190.0
267,1880910.0,190.0
268,1880947.0,190.0
269,1880984.0,190.0
270,1881025.0,192.0
271,1881061.0,191.0
272,1881098.0,193.0
273,1881134.0,194.0
274,1881175.0,194.0
275,1881212.0,194.0
276,1881248.0,195.0
277,1881285.0,196.0
278,1881321.0,195.0
279,1881358.0,195.0
280,1881394.0,196.0
281,1881431.0,197.0
282,1881468.0,197.0
283,1881504.0,198.0
284,1881541.0,197.0
285,1881578.0,197.0
286,1881614.0,199.0
287,1881651.0,199.0
288,1881687.0,199.0
289,1881724.0,199.0
290,1881760.0,199.0
291,1881797.0,199.0
292,1881833.0,200.0
293,1881870.0,199.0
294,1881906.0,199.0
295,1881943.0,202.0
296,1881979.0,199.0
297,1882017.0,199.0
298,1882054.0,200.0
299,1882090.0,201.0
300,1882127.0,201.0
301,1882168.0,201.0
302,1882205.0,200.0
303,1882242.0,203.0
304,1882278.0,201.0
305,1882315.0,203.0
306,1882351.0,204.0
307,1882388.0,203.0
308,1882424.0,203.0
309,1882460.0,204.0
310,1882497.0,204.0
311,1882534.0,204.0
312,1882570.0,203.0
313,1882607.0,204.0
314,1882643.0,210.0
315,1882680.0,204.0
316,1882716.0,207.0
317,1882753.0,210.0
