,t,v
0,1869921.0,0.0
1,1870025.0,0.0
2,1870064.0,0.0
3,1870100.0,0.0
4,1870136.0,0.0
5,1870177.0,0.0
6,1870213.0,0.0
7,1870249.0,0.0
8,1870286.0,0.0
9,1870322.0,0.0
10,1870358.0,0.0
11,1870394.0,0.0
12,1870431.0,0.0
13,1870467.0,0.0
14,1870504.0,0.0
15,1870540.0,0.0
16,1870576.0,0.0
17,1870612.0,0.0
18,1870649.0,0.0
19,1870685.0,0.0
20,1870721.0,0.0
21,1870758.0,0.0
22,1870794.0,0.0
23,1870830.0,0.0
24,1870867.0,0.0
25,1870903.0,0.0
26,1870939.0,0.0
27,1870976.0,0.0
28,1871013.0,0.0
29,1871052.0,0.0
30,1871089.0,0.0
31,1871125.0,0.0
32,1871166.0,0.0
33,1871202.0,0.0
34,1871238.0,0.0
35,1871275.0,0.0
36,1871311.0,0.0
37,1871348.0,0.0
38,1871384.0,0.0
39,1871420.0,0.0
40,1871456.0,0.0
41,1871493.0,0.0
42,1871529.0,0.0
43,1871565.0,0.0
44,1871602.0,0.0
45,1871638.0,3.0
46,1871674.0,1.0
47,1871711.0,5.0
48,1871747.0,10.0
49,1871783.0,8.0
50,1871820.0,11.0
51,1871856.0,12.0
52,1871892.0,12.0
53,1871928.0,15.0
54,1871965.0,18.0
55,1872001.0,17.0
56,1872037.0,22.0
57,1872074.0,20.0
58,1872110.0,23.0
59,1872146.0,27.0
60,1872187.0,29.0
61,1872223.0,27.0
62,1872259.0,31.0
63,1872296.0,35.0
64,1872332.0,34.0
65,1872368.0,35.0
66,1872405.0,37.0
67,1872441.0,37.0
68,1872477.0,42.0
69,1872514.0,40.0
70,1872550.0,43.0
71,1872587.0,46.0
72,1872623.0,46.0
73,1872660.0,47.0
74,1872696.0,51.0
75,1872732.0,48.0
76,1872769.0,52.0
77,1872805.0,54.0
78,1872841.0,56.0
79,1872878.0,59.0
80,1872914.0,59.0
81,1872950.0,59.0
82,1872987.0,60.0
83,1873028.0,63.0
84,1873064.0,63.0
85,1873100.0,67.0
86,1873137.0,68.0
87,1873177.0,72.0
88,1873214.0,70.0
89,1873250.0,71.0
90,1873286.0,74.0
91,1873323.0,74.0
92,1873359.0,75.0
93,1873396.0,80.0
94,1873432.0,80.0
95,1873469.0,81.0
96,1873505.0,82.0
97,1873542.0,82.0
98,1873578.0,84.0
99,1873614.0,84.0
100,1873651.0,86.0
101,1873687.0,89.0
102,1873724.0,89.0
103,1873760.0,92.0
104,1873796.0,94.0
105,1873833.0,93.0
106,1873869.0,94.0
107,1873905.0,97.0
108,1873942.0,96.0
109,1873978.0,97.0
110,1874016.0,103.0
111,1874053.0,100.0
112,1874089.0,102.0
113,1874125.0,105.0
114,1874166.0,106.0
115,1874202.0,105.0
116,1874238.0,106.0
117,1874275.0,109.0
118,1874311.0,108.0
119,1874347.0,111.0
120,1874384.0,109.0
121,1874420.0,114.0
122,1874456.0,116.0
123,1874493.0,116.0
124,1874529.0,117.0
125,1874565.0,119.0
126,1874602.0,117.0
127,1874638.0,121.0
128,1874674.0,121.0
129,1874711.0,122.0
130,1874747.0,127.0
131,1874784.0,125.0
132,1874820.0,127.0
133,1874857.0,129.0
134,1874893.0,129.0
135,1874929.0,129.0
136,1874966.0,131.0
137,1875002.0,130.0
138,1875039.0,133.0
139,1875075.0,136.0
140,1875112.0,133.0
141,1875148.0,136.0
142,1875188.0,138.0
143,1875225.0,140.0
144,1875261.0,139.0
145,1875297.0,141.0
146,1875334.0,142.0
147,1875370.0,142.0
148,1875407.0,147.0
149,1875443.0,144.0
150,1875480.0,146.0
151,1875516.0,150.0
152,1875552.0,149.0
153,1875589.0,151.0
154,1875625.0,152.0
155,1875661.0,152.0
156,1875698.0,152.0
157,1875734.0,152.0
158,1875770.0,153.0
159,1875807.0,157.0
160,1875843.0,156.0
161,1875879.0,157.0
162,1875915.0,160.0
163,1875952.0,158.0
164,1875988.0,160.0
165,1876028.0,161.0
166,1876065.0,162.0
167,1876101.0,161.0
168,1876137.0,166.0
169,1876177.0,164.0
170,1876214.0,164.0
171,1876250.0,166.0
172,1876287.0,169.0
173,1876323.0,168.0
174,1876360.0,169.0
175,1876396.0,173.0
176,1876432.0,172.0
177,1876469.0,173.0
178,1876505.0,176.0
179,1876541.0,175.0
180,1876578.0,176.0
181,1876614.0,176.0
182,1876650.0,176.0
183,1876687.0,177.0
184,1876723.0,177.0
185,1876759.0,179.0
186,1876796.0,182.0
187,1876832.0,180.0
188,1876869.0,182.0
189,1876905.0,185.0
190,1876941.0,185.0
191,1876978.0,185.0
192,1877015.0,188.0
193,1877053.0,188.0
194,1877089.0,188.0
195,1877126.0,190.0
196,1877166.0,192.0
197,1877203.0,190.0
198,1877239.0,191.0
199,1877275.0,193.0
200,1877312.0,192.0
201,1877348.0,193.0
202,1877385.0,195.0
203,1877421.0,195.0
204,1877457.0,196.0
205,1877494.0,196.0
206,1877530.0,199.0
207,1877566.0,199.0
208,1877603.0,199.0
209,1877639.0,199.0
210,1877675.0,201.0
211,1877711.0,199.0
212,1877748.0,201.0
213,1877784.0,201.0
214,1877820.0,201.0
215,1877857.0,207.0
216,1877893.0,204.0
217,1877929.0,205.0
218,1877966.0,207.0
219,1878002.0,207.0
220,1878039.0,209.0
221,1878075.0,210.0
222,1878112.0,210.0
223,1878148.0,211.0
224,1878189.0,210.0
225,1878225.0,212.0
226,1878261.0,212.0
227,1878298.0,213.0
228,1878334.0,212.0
229,1878371.0,215.0
230,1878407.0,210.0
231,1878444.0,216.0
232,1878480.0,217.0
233,1878516.0,221.0
234,1878552.0,218.0
235,1878589.0,221.0
236,1878625.0,222.0
237,1878662.0,221.0
238,1878698.0,222.0
239,1878735.0,221.0
240,1878771.0,222.0
241,1878807.0,223.0
242,1878844.0,223.0
243,1878880.0,223.0
244,1878916.0,226.0
245,1878953.0,223.0
246,1878989.0,225.0
247,1879028.0,226.0
248,1879065.0,227.0
249,1879101.0,227.0
250,1879138.0,229.0
251,1879178.0,229.0
252,1879214.0,230.0
253,1879251.0,229.0
254,1879287.0,232.0
255,1879323.0,232.0
256,1879360.0,232.0
257,1879396.0,235.0
258,1879433.0,234.0
259,1879469.0,234.0
260,1879505.0,236.0
261,1879542.0,234.0
262,1879578.0,234.0
263,1879614.0,236.0
264,1879651.0,238.0
265,1879687.0,240.0
266,1879723.0,238.0
267,1879759.0,240.0
268,1879796.0,240.0
269,1879832.0,241.0
270,1879869.0,241.0
271,1879905.0,243.0
272,1879941.0,242.0
273,1879978.0,242.0
274,1880015.0,245.0
275,1880053.0,245.0
276,1880089.0,245.0
277,1880126.0,246.0
278,1880166.0,246.0
279,1880203.0,246.0
280,1880239.0,246.0
281,1880275.0,247.0
282,1880312.0,247.0
283,1880348.0,247.0
284,1880384.0,247.0
285,1880421.0,247.0
286,1880457.0,248.0
287,1880494.0,248.0
288,1880530.0,251.0
289,1880567.0,253.0
290,1880603.0,251.0
291,1880639.0,251.0
292,1880676.0,255.0
293,1880712.0,251.0
294,1880748.0,254.0
295,1880785.0,256.0
296,1880821.0,254.0
297,1880858.0,255.0
298,1880894.0,256.0
299,1880931.0,256.0
300,1880967.0,257.0
301,1881003.0,258.0
302,1881040.0,257.0
303,1881076.0,260.0
304,1881113.0,259.0
305,1881149.0,259.0
306,1881189.0,259.0
307,1881226.0,263.0
308,1881262.0,262.0
309,1881299.0,262.0
310,1881335.0,264.0
311,1881372.0,262.0
312,1881408.0,263.0
313,1881444.0,264.0
314,1881481.0,263.0
315,1881517.0,265.0
316,1881553.0,265.0
317,1881590.0,267.0
318,1881626.0,269.0
319,1881663.0,267.0
320,1881699.0,267.0
321,1881735.0,270.0
322,1881772.0,269.0
323,1881808.0,270.0
324,1881844.0,270.0
325,1881881.0,270.0
326,1881917.0,270.0
327,1881954.0,270.0
328,1881990.0,270.0
329,1882028.0,270.0
330,1882065.0,272.0
331,1882101.0,270.0
332,1882138.0,270.0
333,1882178.0,272.0
334,1882214.0,270.0
335,1882251.0,271.0
336,1882287.0,273.0
337,1882323.0,272.0
338,1882360.0,274.0
339,1882396.0,277.0
340,1882433.0,275.0
341,1882469.0,275.0
342,1882506.0,278.0
343,1882542.0,275.0
344,1882579.0,277.0
345,1882615.0,280.0
346,1882651.0,278.0
347,1882688.0,278.0
348,1882724.0,280.0
349,1882761.0,281.0
350,1882797.0,279.0
351,1882833.0,280.0
352,1882869.0,280.0
353,1882906.0,281.0
354,1882942.0,281.0
355,1882979.0,281.0
356,1883016.0,283.0
357,1883053.0,281.0
358,1883089.0,282.0
359,1883125.0,283.0
360,1883166.0,284.0
361,1883203.0,283.0
362,1883239.0,284.0
363,1883275.0,286.0
364,1883312.0,284.0
365,1883348.0,286.0
366,1883385.0,286.0
367,1883421.0,285.0
368,1883458.0,286.0
369,1883494.0,288.0
370,1883530.0,286.0
371,1883567.0,289.0
372,1883603.0,288.0
373,1883640.0,289.0
374,1883676.0,291.0
375,1883712.0,289.0
376,1883749.0,289.0
377,1883785.0,292.0
378,1883822.0,291.0
379,1883858.0,289.0
380,1883895.0,292.0
381,1883931.0,291.0
382,1883967.0,292.0
383,1884004.0,291.0
384,1884041.0,293.0
385,1884077.0,293.0
386,1884113.0,292.0
387,1884150.0,293.0
388,1884191.0,293.0
389,1884227.0,293.0
390,1884263.0,293.0
391,1884299.0,293.0
392,1884336.0,294.0
393,1884372.0,293.0
394,1884408.0,294.0
395,1884445.0,297.0
396,1884481.0,295.0
397,1884518.0,295.0
398,1884554.0,293.0
399,1884590.0,295.0
400,1884627.0,295.0
401,1884663.0,295.0
402,1884700.0,296.0
403,1884736.0,300.0
404,1884772.0,297.0
405,1884809.0,297.0
406,1884845.0,300.0
407,1884882.0,298.0
408,1884918.0,298.0
409,1884954.0,297.0
410,1884990.0,300.0
411,1885029.0,300.0
412,1885065.0,303.0
413,1885102.0,301.0
414,1885138.0,300.0
415,1885179.0,300.0
416,1885215.0,303.0
417,1885251.0,303.0
418,1885287.0,301.0
419,1885324.0,303.0
420,1885360.0,304.0
421,1885396.0,305.0
422,1885433.0,303.0
423,1885469.0,303.0
424,1885506.0,305.0
425,1885542.0,303.0
426,1885578.0,305.0
427,1885615.0,305.0
428,1885651.0,305.0
429,1885687.0,305.0
430,1885724.0,304.0
431,1885760.0,305.0
432,1885797.0,305.0
433,1885833.0,306.0
434,1885870.0,305.0
435,1885906.0,308.0
436,1885942.0,305.0
437,1885979.0,308.0
438,1886015.0,310.0
439,1886053.0,307.0
440,1886089.0,308.0
441,1886125.0,311.0
442,1886166.0,311.0
443,1886203.0,309.0
444,1886239.0,308.0
445,1886275.0,312.0
446,1886312.0,311.0
447,1886348.0,311.0
448,1886385.0,311.0
449,1886421.0,311.0
450,1886457.0,311.0
451,1886494.0,310.0
452,1886530.0,312.0
453,1886567.0,312.0
454,1886603.0,313.0
455,1886639.0,313.0
456,1886676.0,314.0
457,1886712.0,314.0
458,1886749.0,314.0
459,1886785.0,315.0
460,1886821.0,314.0
461,1886858.0,316.0
462,1886894.0,314.0
463,1886930.0,316.0
464,1886966.0,316.0
465,1887003.0,314.0
466,1887039.0,316.0
467,1887076.0,317.0
468,1887112.0,316.0
469,1887148.0,316.0
470,1887189.0,316.0
471,1887225.0,316.0
472,1887261.0,316.0
473,1887298.0,316.0
474,1887334.0,316.0
475,1887370.0,316.0
476,1887407.0,316.0
477,1887443.0,316.0
478,1887479.0,316.0
479,1887516.0,319.0
480,1887552.0,316.0
481,1887589.0,316.0
482,1887625.0,318.0
483,1887661.0,317.0
484,1887698.0,316.0
485,1887734.0,316.0
486,1887770.0,316.0
487,1887807.0,317.0
488,1887843.0,316.0
489,1887880.0,317.0
490,1887916.0,322.0
491,1887952.0,319.0
492,1887989.0,319.0
493,1888029.0,319.0
494,1888065.0,322.0
495,1888101.0,320.0
496,1888137.0,321.0
497,1888178.0,321.0
498,1888214.0,322.0
499,1888251.0,322.0
