,t,v
0,1871334.0,0.0
1,1871438.0,0.0
2,1871476.0,0.0
3,1871512.0,0.0
4,1871549.0,0.0
5,1871585.0,0.0
6,1871621.0,0.0
7,1871658.0,0.0
8,1871694.0,0.0
9,1871731.0,0.0
10,1871767.0,0.0
11,1871803.0,0.0
12,1871840.0,0.0
13,1871876.0,0.0
14,1871913.0,0.0
15,1871949.0,0.0
16,1871985.0,0.0
17,1872023.0,0.0
18,1872060.0,0.0
19,1872096.0,0.0
20,1872132.0,0.0
21,1872173.0,0.0
22,1872210.0,0.0
23,1872246.0,0.0
24,1872283.0,0.0
25,1872319.0,0.0
26,1872356.0,0.0
27,1872392.0,0.0
28,1872428.0,0.0
29,1872464.0,0.0
30,1872501.0,0.0
31,1872537.0,0.0
32,1872574.0,0.0
33,1872610.0,0.0
34,1872646.0,0.0
35,1872682.0,0.0
36,1872719.0,0.0
37,1872755.0,0.0
38,1872791.0,0.0
39,1872828.0,0.0
40,1872864.0,0.0
41,1872900.0,0.0
42,1872937.0,0.0
43,1872973.0,0.0
44,1873009.0,0.0
45,1873046.0,0.0
46,1873082.0,0.0
47,1873118.0,0.0
48,1873155.0,0.0
49,1873195.0,0.0
50,1873231.0,0.0
51,1873267.0,0.0
52,1873304.0,0.0
53,1873340.0,0.0
54,1873377.0,0.0
55,1873413.0,0.0
56,1873449.0,0.0
57,1873486.0,0.0
58,1873522.0,0.0
59,1873559.0,0.0
60,1873595.0,0.0
61,1873631.0,0.0
62,1873667.0,1.0
63,1873704.0,0.0
64,1873740.0,1.0
65,1873776.0,4.0
66,1873813.0,4.0
67,1873849.0,10.0
68,1873885.0,8.0
69,1873922.0,9.0
70,1873959.0,12.0
71,1873995.0,12.0
72,1874034.0,12.0
73,1874071.0,14.0
74,1874107.0,18.0
75,1874143.0,17.0
76,1874184.0,20.0
77,1874220.0,22.0
78,1874257.0,23.0
79,1874293.0,24.0
80,1874329.0,26.0
81,1874366.0,29.0
82,1874402.0,29.0
83,1874438.0,34.0
84,1874475.0,34.0
85,1874511.0,35.0
86,1874548.0,36.0
87,1874584.0,35.0
88,1874620.0,37.0
89,1874657.0,42.0
90,1874693.0,40.0
91,1874729.0,40.0
92,1874766.0,43.0
93,1874802.0,46.0
94,1874838.0,48.0
95,1874875.0,48.0
96,1874911.0,49.0
97,1874948.0,54.0
98,1874984.0,53.0
99,1875021.0,54.0
100,1875060.0,56.0
101,1875097.0,59.0
102,1875133.0,59.0
103,1875174.0,59.0
104,1875210.0,61.0
105,1875246.0,64.0
106,1875283.0,64.0
107,1875319.0,69.0
108,1875355.0,67.0
109,1875392.0,70.0
110,1875428.0,75.0
111,1875465.0,72.0
112,1875501.0,73.0
113,1875538.0,80.0
114,1875574.0,78.0
115,1875611.0,81.0
116,1875647.0,83.0
117,1875683.0,82.0
118,1875720.0,83.0
119,1875756.0,87.0
120,1875793.0,86.0
121,1875829.0,90.0
122,1875865.0,89.0
123,1875902.0,92.0
124,1875938.0,94.0
125,1875975.0,94.0
126,1876011.0,96.0
127,1876048.0,100.0
128,1876084.0,98.0
129,1876120.0,101.0
130,1876157.0,103.0
131,1876197.0,105.0
132,1876234.0,105.0
133,1876270.0,105.0
134,1876307.0,110.0
135,1876343.0,108.0
136,1876379.0,113.0
137,1876415.0,112.0
138,1876452.0,114.0
139,1876488.0,118.0
140,1876525.0,116.0
141,1876561.0,119.0
142,1876598.0,125.0
143,1876634.0,122.0
144,1876670.0,124.0
145,1876707.0,128.0
146,1876743.0,127.0
147,1876780.0,128.0
148,1876816.0,130.0
149,1876853.0,129.0
150,1876889.0,133.0
151,1876925.0,132.0
152,1876962.0,136.0
153,1876998.0,138.0
154,1877036.0,141.0
155,1877073.0,141.0
156,1877109.0,141.0
157,1877146.0,143.0
158,1877186.0,146.0
159,1877222.0,146.0
160,1877258.0,149.0
161,1877295.0,150.0
162,1877331.0,152.0
163,1877367.0,152.0
164,1877404.0,153.0
165,1877440.0,154.0
166,1877476.0,155.0
167,1877512.0,157.0
168,1877549.0,162.0
169,1877585.0,160.0
170,1877621.0,163.0
171,1877658.0,166.0
172,1877694.0,164.0
173,1877730.0,167.0
174,1877767.0,168.0
175,1877803.0,169.0
176,1877839.0,174.0
177,1877876.0,172.0
178,1877912.0,176.0
179,1877949.0,176.0
180,1877985.0,177.0
181,1878022.0,177.0
182,1878059.0,181.0
183,1878096.0,179.0
184,1878132.0,182.0
185,1878173.0,184.0
186,1878209.0,188.0
187,1878245.0,186.0
188,1878282.0,188.0
189,1878318.0,191.0
190,1878354.0,191.0
191,1878391.0,193.0
192,1878427.0,196.0
193,1878463.0,196.0
194,1878500.0,198.0
195,1878536.0,199.0
196,1878572.0,199.0
197,1878609.0,202.0
198,1878645.0,201.0
199,1878682.0,203.0
200,1878718.0,207.0
201,1878754.0,206.0
202,1878791.0,207.0
203,1878827.0,211.0
204,1878863.0,211.0
205,1878900.0,212.0
206,1878936.0,215.0
207,1878972.0,214.0
208,1879009.0,218.0
209,1879045.0,218.0
210,1879082.0,218.0
211,1879118.0,222.0
212,1879154.0,222.0
213,1879195.0,223.0
214,1879231.0,224.0
215,1879268.0,227.0
216,1879304.0,226.0
217,1879341.0,228.0
218,1879377.0,231.0
219,1879413.0,232.0
220,1879450.0,233.0
221,1879486.0,234.0
222,1879522.0,234.0
223,1879559.0,238.0
224,1879595.0,238.0
225,1879632.0,239.0
226,1879668.0,242.0
227,1879704.0,242.0
228,1879741.0,243.0
229,1879777.0,246.0
230,1879813.0,246.0
231,1879850.0,246.0
232,1879887.0,248.0
233,1879923.0,248.0
234,1879960.0,250.0
235,1879996.0,253.0
236,1880034.0,253.0
237,1880071.0,254.0
238,1880107.0,259.0
239,1880144.0,257.0
240,1880184.0,259.0
241,1880221.0,259.0
242,1880257.0,264.0
243,1880294.0,264.0
244,1880330.0,265.0
245,1880367.0,268.0
246,1880403.0,267.0
247,1880440.0,269.0
248,1880476.0,270.0
249,1880512.0,270.0
250,1880549.0,273.0
251,1880585.0,270.0
252,1880621.0,273.0
253,1880658.0,278.0
254,1880694.0,275.0
255,1880731.0,278.0
256,1880767.0,281.0
257,1880803.0,280.0
258,1880840.0,281.0
259,1880876.0,283.0
260,1880913.0,282.0
261,1880949.0,285.0
262,1880986.0,285.0
263,1881023.0,286.0
264,1881060.0,289.0
265,1881096.0,292.0
266,1881133.0,292.0
267,1881174.0,292.0
268,1881210.0,293.0
269,1881246.0,295.0
270,1881283.0,294.0
271,1881319.0,298.0
272,1881355.0,297.0
273,1881392.0,297.0
274,1881428.0,301.0
275,1881464.0,300.0
276,1881501.0,301.0
277,1881537.0,305.0
278,1881573.0,305.0
279,1881610.0,305.0
280,1881646.0,308.0
281,1881682.0,308.0
282,1881719.0,311.0
283,1881755.0,310.0
284,1881792.0,311.0
285,1881828.0,316.0
286,1881864.0,314.0
287,1881901.0,316.0
288,1881937.0,316.0
289,1881973.0,316.0
290,1882010.0,318.0
291,1882046.0,320.0
292,1882082.0,319.0
293,1882119.0,323.0
294,1882155.0,321.0
295,1882196.0,322.0
296,1882232.0,324.0
297,1882268.0,327.0
298,1882304.0,326.0
299,1882341.0,327.0
300,1882377.0,329.0
301,1882413.0,330.0
302,1882450.0,330.0
303,1882486.0,332.0
304,1882522.0,332.0
305,1882559.0,336.0
306,1882595.0,333.0
307,1882631.0,335.0
308,1882668.0,339.0
309,1882704.0,337.0
310,1882741.0,339.0
311,1882777.0,340.0
312,1882813.0,340.0
313,1882849.0,341.0
314,1882886.0,341.0
315,1882922.0,341.0
316,1882959.0,346.0
317,1882995.0,344.0
318,1883034.0,345.0
319,1883070.0,347.0
320,1883107.0,349.0
321,1883144.0,348.0
322,1883184.0,349.0
323,1883221.0,352.0
324,1883257.0,354.0
325,1883294.0,353.0
326,1883330.0,353.0
