,t,v
963,1902184.0,478.0
964,1902215.0,480.0
965,1902246.0,480.0
966,1902277.0,480.0
967,1902308.0,481.0
968,1902339.0,481.0
969,1902370.0,481.0
970,1902401.0,480.0
971,1902432.0,483.0
972,1902463.0,485.0
973,1902494.0,482.0
974,1902525.0,483.0
975,1902556.0,482.0
976,1902587.0,483.0
977,1902617.0,484.0
978,1902649.0,485.0
979,1902680.0,483.0
980,1902710.0,485.0
981,1902742.0,484.0
982,1902773.0,486.0
983,1902804.0,491.0
984,1902834.0,485.0
985,1902865.0,486.0
986,1902897.0,484.0
987,1902928.0,487.0
988,1902959.0,487.0
989,1902994.0,486.0
990,1903025.0,489.0
991,1903056.0,487.0
992,1903087.0,489.0
993,1903118.0,487.0
994,1903153.0,489.0
995,1903184.0,489.0
996,1903215.0,490.0
997,1903246.0,487.0
998,1903277.0,491.0
999,1903308.0,490.0
1000,1903339.0,491.0
1001,1903370.0,491.0
1002,1903401.0,492.0
1003,1903432.0,495.0
1004,1903463.0,496.0
1005,1903494.0,493.0
1006,1903525.0,493.0
1007,1903556.0,493.0
1008,1903587.0,493.0
1009,1903618.0,492.0
1010,1903649.0,493.0
1011,1903680.0,494.0
1012,1903711.0,494.0
1013,1903742.0,494.0
1014,1903773.0,496.0
1015,1903804.0,495.0
1016,1903834.0,496.0
1017,1903866.0,496.0
1018,1903896.0,496.0
1019,1903927.0,495.0
1020,1903958.0,496.0
1021,1903993.0,496.0
1022,1904025.0,496.0
1023,1904056.0,496.0
1024,1904086.0,496.0
1025,1904117.0,496.0
1026,1904152.0,496.0
1027,1904183.0,500.0
1028,1904214.0,496.0
1029,1904245.0,496.0
1030,1904277.0,498.0
1031,1904308.0,497.0
1032,1904339.0,496.0
1033,1904370.0,498.0
1034,1904401.0,498.0
1035,1904432.0,498.0
1036,1904463.0,501.0
1037,1904493.0,501.0
1038,1904524.0,499.0
1039,1904555.0,499.0
1040,1904586.0,500.0
1041,1904617.0,499.0
1042,1904648.0,500.0
1043,1904679.0,499.0
1044,1904711.0,499.0
1045,1904741.0,501.0
1046,1904772.0,506.0
1047,1904803.0,507.0
1048,1904834.0,501.0
1049,1904865.0,501.0
1050,1904896.0,503.0
1051,1904927.0,503.0
1052,1904958.0,502.0
1053,1904993.0,502.0
1054,1905024.0,502.0
1055,1905055.0,503.0
1056,1905086.0,505.0
1057,1905118.0,504.0
1058,1905153.0,503.0
1059,1905184.0,508.0
1060,1905215.0,505.0
1061,1905246.0,506.0
1062,1905277.0,507.0
1063,1905308.0,506.0
1064,1905339.0,505.0
1065,1905370.0,507.0
1066,1905401.0,505.0
1067,1905432.0,510.0
1068,1905463.0,510.0
1069,1905494.0,509.0
1070,1905525.0,509.0
1071,1905556.0,509.0
1072,1905588.0,509.0
1073,1905618.0,508.0
1074,1905650.0,508.0
1075,1905680.0,508.0
1076,1905712.0,510.0
1077,1905743.0,511.0
1078,1905774.0,511.0
1079,1905804.0,509.0
1080,1905835.0,511.0
1081,1905867.0,511.0
1082,1905898.0,511.0
1083,1905929.0,511.0
1084,1905960.0,511.0
1085,1905994.0,511.0
1086,1906025.0,511.0
1087,1906056.0,511.0
1088,1906087.0,511.0
1089,1906119.0,511.0
1090,1906154.0,511.0
1091,1906184.0,511.0
1092,1906215.0,511.0
1093,1906246.0,511.0
1094,1906277.0,511.0
1095,1906308.0,511.0
1096,1906339.0,511.0
1097,1906370.0,511.0
1098,1906401.0,511.0
1099,1906432.0,525.0
1100,1906463.0,525.0
1101,1906494.0,511.0
1102,1906525.0,522.0
1103,1906556.0,511.0
1104,1906587.0,523.0
1105,1906618.0,521.0
1106,1906649.0,522.0
1107,1906680.0,523.0
1108,1906711.0,523.0
1109,1906742.0,527.0
1110,1906773.0,528.0
1111,1906804.0,524.0
1112,1906835.0,525.0
1113,1906866.0,526.0
1114,1906897.0,524.0
1115,1906928.0,525.0
1116,1906959.0,526.0
1117,1906994.0,524.0
1118,1907025.0,526.0
1119,1907056.0,525.0
1120,1907087.0,525.0
1121,1907118.0,528.0
1122,1907153.0,526.0
1123,1907184.0,526.0
1124,1907215.0,527.0
1125,1907246.0,528.0
1126,1907277.0,528.0
1127,1907308.0,528.0
1128,1907339.0,528.0
1129,1907370.0,528.0
1130,1907401.0,528.0
1131,1907432.0,529.0
1132,1907463.0,529.0
1133,1907494.0,528.0
1134,1907525.0,528.0
1135,1907556.0,528.0
1136,1907587.0,528.0
1137,1907618.0,528.0
1138,1907649.0,528.0
1139,1907680.0,528.0
1140,1907711.0,528.0
1141,1907742.0,531.0
1142,1907773.0,531.0
1143,1907804.0,529.0
1144,1907835.0,529.0
1145,1907866.0,528.0
1146,1907897.0,529.0
1147,1907929.0,529.0
1148,1907960.0,529.0
1149,1907994.0,530.0
1150,1908025.0,531.0
1151,1908057.0,528.0
