,t,v
872,1905299.0,354.0
873,1905336.0,357.0
874,1905372.0,356.0
875,1905409.0,356.0
876,1905445.0,355.0
877,1905482.0,356.0
878,1905518.0,355.0
879,1905555.0,356.0
880,1905591.0,356.0
881,1905628.0,356.0
882,1905664.0,355.0
883,1905700.0,356.0
884,1905737.0,358.0
885,1905773.0,356.0
886,1905810.0,355.0
887,1905846.0,359.0
888,1905883.0,357.0
889,1905919.0,357.0
890,1905955.0,359.0
891,1905992.0,356.0
892,1906029.0,357.0
893,1906065.0,356.0
894,1906102.0,357.0
895,1906138.0,356.0
896,1906179.0,356.0
897,1906215.0,355.0
898,1906251.0,357.0
899,1906288.0,357.0
900,1906324.0,357.0
901,1906361.0,357.0
902,1906397.0,357.0
903,1906433.0,357.0
904,1906470.0,357.0
905,1906506.0,360.0
906,1906543.0,358.0
907,1906579.0,357.0
908,1906616.0,359.0
909,1906652.0,356.0
910,1906689.0,358.0
911,1906725.0,357.0
912,1906762.0,359.0
913,1906798.0,358.0
914,1906835.0,356.0
915,1906871.0,357.0
916,1906907.0,358.0
917,1906944.0,357.0
918,1906980.0,357.0
919,1907018.0,358.0
920,1907055.0,357.0
921,1907091.0,357.0
922,1907128.0,358.0
923,1907168.0,358.0
924,1907205.0,357.0
925,1907241.0,360.0
926,1907278.0,357.0
927,1907314.0,358.0
928,1907351.0,357.0
929,1907387.0,358.0
930,1907424.0,358.0
931,1907460.0,358.0
932,1907497.0,360.0
933,1907533.0,360.0
934,1907570.0,359.0
935,1907606.0,360.0
936,1907643.0,359.0
937,1907679.0,358.0
938,1907715.0,359.0
939,1907752.0,358.0
940,1907788.0,358.0
941,1907825.0,357.0
942,1907861.0,359.0
943,1907898.0,360.0
944,1907934.0,359.0
945,1907971.0,360.0
946,1908009.0,359.0
947,1908046.0,361.0
948,1908082.0,358.0
949,1908119.0,359.0
950,1908160.0,358.0
951,1908196.0,360.0
952,1908232.0,358.0
953,1908269.0,360.0
954,1908305.0,359.0
955,1908342.0,359.0
956,1908378.0,359.0
957,1908415.0,359.0
958,1908451.0,359.0
959,1908488.0,358.0
960,1908524.0,359.0
961,1908560.0,359.0
962,1908597.0,358.0
963,1908633.0,359.0
964,1908670.0,360.0
965,1908706.0,362.0
966,1908742.0,357.0
967,1908779.0,360.0
968,1908815.0,359.0
969,1908852.0,360.0
970,1908888.0,360.0
971,1908924.0,359.0
972,1908961.0,360.0
973,1908997.0,359.0
974,1909034.0,359.0
975,1909071.0,358.0
976,1909107.0,359.0
977,1909144.0,359.0
978,1909185.0,359.0
979,1909221.0,360.0
980,1909257.0,359.0
981,1909294.0,360.0
982,1909330.0,359.0
983,1909367.0,362.0
984,1909403.0,359.0
985,1909439.0,359.0
986,1909476.0,363.0
987,1909512.0,360.0
988,1909549.0,360.0
989,1909585.0,360.0
990,1909622.0,360.0
991,1909658.0,360.0
992,1909695.0,357.0
993,1909731.0,360.0
994,1909768.0,360.0
995,1909804.0,358.0
996,1909841.0,360.0
997,1909877.0,359.0
998,1909913.0,360.0
999,1909950.0,360.0
1000,1909986.0,362.0
1001,1910023.0,361.0
1002,1910059.0,360.0
1003,1910095.0,360.0
1004,1910132.0,360.0
1005,1910172.0,360.0
1006,1910209.0,361.0
1007,1910245.0,360.0
1008,1910282.0,360.0
1009,1910318.0,359.0
1010,1910355.0,360.0
1011,1910391.0,360.0
1012,1910428.0,360.0
1013,1910464.0,360.0
1014,1910501.0,361.0
1015,1910537.0,360.0
1016,1910574.0,360.0
1017,1910610.0,360.0
1018,1910646.0,362.0
1019,1910683.0,360.0
1020,1910719.0,361.0
1021,1910756.0,363.0
1022,1910792.0,361.0
1023,1910829.0,360.0
1024,1910865.0,359.0
1025,1910902.0,360.0
1026,1910938.0,360.0
1027,1910975.0,360.0
1028,1911015.0,360.0
1029,1911052.0,361.0
1030,1911088.0,360.0
1031,1911124.0,361.0
1032,1911165.0,360.0
1033,1911201.0,360.0
1034,1911238.0,361.0
1035,1911274.0,361.0
1036,1911311.0,360.0
1037,1911347.0,361.0
1038,1911384.0,359.0
1039,1911420.0,360.0
1040,1911456.0,363.0
1041,1911493.0,362.0
1042,1911529.0,360.0
1043,1911566.0,363.0
1044,1911602.0,360.0
1045,1911639.0,360.0
1046,1911675.0,360.0
1047,1911712.0,361.0
1048,1911748.0,361.0
1049,1911785.0,360.0
1050,1911821.0,361.0
1051,1911858.0,362.0
1052,1911894.0,360.0
1053,1911931.0,361.0
1054,1911967.0,363.0
1055,1912004.0,361.0
1056,1912041.0,361.0
1057,1912078.0,361.0
1058,1912114.0,359.0
1059,1912155.0,361.0
1060,1912191.0,360.0
1061,1912227.0,362.0
1062,1912264.0,360.0
1063,1912300.0,360.0
1064,1912337.0,363.0
1065,1912373.0,360.0
1066,1912410.0,362.0
1067,1912446.0,363.0
1068,1912483.0,362.0
1069,1912519.0,361.0
1070,1912556.0,363.0
1071,1912592.0,361.0
1072,1912628.0,362.0
1073,1912665.0,360.0
1074,1912701.0,361.0
1075,1912738.0,360.0
1076,1912774.0,361.0
1077,1912811.0,360.0
1078,1912847.0,363.0
1079,1912884.0,361.0
1080,1912920.0,362.0
1081,1912957.0,363.0
1082,1912993.0,361.0
1083,1913030.0,361.0
1084,1913067.0,363.0
1085,1913103.0,360.0
1086,1913139.0,361.0
1087,1913180.0,360.0
1088,1913217.0,363.0
1089,1913253.0,361.0
1090,1913290.0,360.0
1091,1913326.0,363.0
1092,1913362.0,361.0
1093,1913399.0,361.0
1094,1913436.0,363.0
1095,1913472.0,360.0
1096,1913509.0,361.0
1097,1913545.0,360.0
1098,1913582.0,361.0
1099,1913618.0,361.0
1100,1913655.0,361.0
1101,1913691.0,361.0
1102,1913727.0,361.0
1103,1913764.0,363.0
1104,1913801.0,362.0
1105,1913837.0,363.0
1106,1913873.0,361.0
1107,1913910.0,360.0
1108,1913946.0,363.0
1109,1913983.0,362.0
1110,1914020.0,361.0
1111,1914057.0,363.0
1112,1914093.0,363.0
1113,1914129.0,361.0
1114,1914170.0,363.0
1115,1914206.0,363.0
1116,1914243.0,363.0
1117,1914279.0,361.0
1118,1914316.0,363.0
1119,1914353.0,362.0
1120,1914389.0,362.0
1121,1914425.0,363.0
1122,1914462.0,361.0
1123,1914498.0,362.0
1124,1914535.0,361.0
1125,1914571.0,361.0
1126,1914607.0,362.0
1127,1914644.0,362.0
1128,1914680.0,362.0
1129,1914717.0,363.0
1130,1914753.0,362.0
1131,1914790.0,362.0
1132,1914826.0,363.0
1133,1914863.0,360.0
1134,1914899.0,362.0
1135,1914936.0,363.0
1136,1914972.0,363.0
1137,1915010.0,361.0
1138,1915047.0,363.0
1139,1915083.0,360.0
1140,1915120.0,361.0
1141,1915160.0,362.0
1142,1915197.0,363.0
1143,1915233.0,361.0
1144,1915270.0,362.0
1145,1915306.0,363.0
1146,1915343.0,361.0
1147,1915379.0,362.0
1148,1915416.0,363.0
1149,1915452.0,363.0
1150,1915489.0,363.0
