CH1,CH2,CH3,CH4,time,Ts
9.0,13.503125,26.200000000000003,-4.6046875,0.0,4e-09
9.09921875,13.600000000000001,26.0,-4.6046875,4e-09,
8.9,13.500781250000001,25.803125,-5.6000000000000005,8e-09,
9.0,13.396875000000001,25.400000000000002,-4.4,1.2000000000000002e-08,
9.0,13.10546875,25.8,-5.010937500000001,1.6e-08,
9.29921875,13.100000000000001,25.6,-5.403125,2e-08,
9.09609375,13.19921875,25.6,-4.796875,2.4000000000000003e-08,
9.000781250000001,13.1015625,26.0,-4.6109375,2.8000000000000003e-08,
9.09921875,13.200000000000001,25.59375,-5.800000000000001,3.2e-08,
8.99921875,13.3,25.400000000000002,-4.596875,3.6000000000000005e-08,
9.200000000000001,13.103906250000001,26.001562500000002,-5.003125000000001,4e-08,
8.9,12.9,25.9984375,-5.2,4.4000000000000004e-08,
9.09921875,12.89375,25.796875,-4.3968750000000005,4.8000000000000006e-08,
9.000781250000001,13.301562500000001,25.796875,-4.2,5.2e-08,
9.19921875,12.796875,25.400000000000002,-3.9984375,5.6000000000000005e-08,
8.89765625,12.994531250000001,25.9953125,-4.6046875,6.000000000000001e-08,
8.6015625,13.0,25.798437500000002,-5.003125000000001,6.4e-08,
9.301562500000001,13.100000000000001,25.6,-5.2,6.8e-08,
9.1,12.91015625,25.8,-5.0,7.200000000000001e-08,
9.0,12.69921875,26.0,-4.800000000000001,7.6e-08,
9.09765625,12.6984375,26.0,-5.2,8e-08,
8.69921875,12.399218750000001,25.8,-5.2015625000000005,8.400000000000001e-08,
9.0015625,12.8046875,25.403125000000003,-5.6000000000000005,8.800000000000001e-08,
9.1,12.701562500000001,25.0,-5.198437500000001,9.2e-08,
9.000781250000001,12.299218750000001,25.4015625,-5.196875,9.600000000000001e-08,
8.8,12.59921875,25.6,-4.4,1.0000000000000001e-07,
9.003125,12.2046875,25.400000000000002,-5.612500000000001,1.04e-07,
9.096875,12.396875000000001,25.001562500000002,-5.596875000000001,1.08e-07,
8.79921875,12.99921875,25.400000000000002,-4.6000000000000005,1.1200000000000001e-07,
9.098437500000001,12.315625,25.1984375,-5.8031250000000005,1.16e-07,
9.09921875,12.09921875,25.603125000000002,-4.800000000000001,1.2000000000000002e-07,
9.19921875,12.200000000000001,26.001562500000002,-5.2,1.24e-07,
9.200000000000001,12.200000000000001,25.200000000000003,-5.6000000000000005,1.28e-07,
9.0,12.19921875,25.801562500000003,-4.800000000000001,1.3200000000000002e-07,
9.1984375,12.200000000000001,25.6,-5.2,1.36e-07,
9.10078125,12.399218750000001,25.798437500000002,-4.800000000000001,1.4e-07,
9.0,12.19296875,25.396875,-5.203125,1.4400000000000002e-07,
9.09765625,12.10078125,25.0,-5.4,1.48e-07,
9.2015625,12.00546875,25.4015625,-5.4,1.52e-07,
9.0,11.70234375,25.400000000000002,-5.401562500000001,1.5600000000000002e-07,
9.200000000000001,12.09921875,26.400000000000002,-5.0,1.6e-07,
9.1,11.70234375,25.1953125,-5.393750000000001,1.64e-07,
9.3,11.797656250000001,25.390625,-5.6000000000000005,1.6800000000000002e-07,
9.2984375,11.4953125,25.8,-4.7984375,1.72e-07,
9.40234375,12.20078125,25.396875,-4.9921875,1.7600000000000001e-07,
8.9,11.797656250000001,25.190625,-5.6015625,1.8000000000000002e-07,
9.200000000000001,11.700000000000001,25.6,-5.1937500000000005,1.84e-07,
8.99921875,11.700000000000001,25.190625,-4.8015625,1.8800000000000002e-07,
9.30078125,11.8984375,25.190625,-5.003125000000001,1.9200000000000003e-07,
9.2015625,11.8046875,26.200000000000003,-5.401562500000001,1.96e-07,
9.1,11.49921875,25.400000000000002,-5.401562500000001,2.0000000000000002e-07,
9.1,11.790625,25.001562500000002,-5.0,2.04e-07,
9.10078125,11.80078125,24.8,-5.2,2.08e-07,
9.30078125,11.5,24.8,-5.198437500000001,2.1200000000000002e-07,
9.3,11.791406250000001,24.8,-5.6000000000000005,2.16e-07,
9.200000000000001,11.797656250000001,25.0,-5.0,2.2e-07,
9.20078125,11.49921875,25.400000000000002,-5.60625,2.2400000000000002e-07,
9.0,11.600000000000001,24.796875,-5.393750000000001,2.28e-07,
8.899218750000001,11.295312500000001,25.19375,-4.8015625,2.32e-07,
9.200000000000001,11.200000000000001,25.400000000000002,-5.2,2.3600000000000002e-07,
9.0,11.39765625,25.200000000000003,-4.5984375,2.4000000000000003e-07,
9.200000000000001,11.297656250000001,25.0,-4.796875,2.44e-07,
9.1,11.1984375,24.796875,-5.6015625,2.48e-07,
9.2984375,11.4,25.200000000000003,-5.2,2.5200000000000003e-07,
9.20078125,11.196875,24.8,-5.0015625,2.56e-07,
8.996875000000001,11.1953125,24.996875000000003,-5.203125,2.6e-07,
8.8,11.5,25.4015625,-5.800000000000001,2.6400000000000003e-07,
9.20078125,11.1953125,25.1953125,-5.0062500000000005,2.68e-07,
9.0,11.20078125,24.793750000000003,-4.4,2.72e-07,
8.99921875,11.1015625,25.3984375,-5.0,2.7600000000000004e-07,
9.09921875,11.4015625,24.6015625,-5.0015625,2.8e-07,
9.203906250000001,11.4,24.8,-5.4,2.84e-07,
8.700000000000001,11.29453125,24.6,-5.8015625,2.8800000000000004e-07,
9.3,10.99921875,24.598437500000003,-5.2,2.92e-07,
9.3,11.19140625,24.8,-5.003125000000001,2.96e-07,
9.3,11.3984375,24.6,-4.6000000000000005,3.0000000000000004e-07,
8.9015625,11.3,24.6,-5.2046875,3.04e-07,
8.8984375,11.5,24.403125000000003,-5.0,3.08e-07,
9.29921875,11.29296875,25.192187500000003,-5.198437500000001,3.1200000000000004e-07,
9.1,11.096875,24.8,-5.6015625,3.16e-07,
9.19921875,11.396875000000001,24.598437500000003,-5.4,3.2e-07,
9.0,10.899218750000001,24.4015625,-5.6000000000000005,3.2400000000000004e-07,
8.99921875,11.395312500000001,24.3984375,-5.4,3.28e-07,
9.10078125,11.196093750000001,24.6015625,-5.401562500000001,3.32e-07,
9.000781250000001,11.10078125,24.9984375,-4.996875,3.3600000000000004e-07,
9.203125,11.096875,25.0,-6.003125000000001,3.4000000000000003e-07,
9.399218750000001,11.503125,24.2015625,-5.6000000000000005,3.44e-07,
9.098437500000001,11.30078125,25.400000000000002,-5.198437500000001,3.4800000000000005e-07,
9.09921875,11.3,24.803125,-5.2,3.5200000000000003e-07,
8.896875,11.299218750000001,24.3984375,-4.6000000000000005,3.56e-07,
9.4,11.3,24.6,-5.4046875000000005,3.6000000000000005e-07,
8.9015625,11.4,24.2015625,-5.5953125,3.6400000000000003e-07,
9.200000000000001,11.498437500000001,24.6,-6.6000000000000005,3.68e-07,
9.0,11.4,25.0,-5.7953125000000005,3.7200000000000005e-07,
8.9,11.39765625,24.400000000000002,-5.4,3.7600000000000003e-07,
8.9,11.09765625,24.598437500000003,-5.2,3.8e-07,
8.9,11.196093750000001,24.001562500000002,-4.800000000000001,3.8400000000000005e-07,
8.9,11.39609375,25.0,-4.800000000000001,3.8800000000000003e-07,
8.899218750000001,11.0,24.1984375,-4.800000000000001,3.92e-07,
9.0,11.297656250000001,24.8,-4.6000000000000005,3.96e-07,
9.3,11.500781250000001,23.598437500000003,-4.6015625,4.0000000000000003e-07,
9.000781250000001,11.303125000000001,24.590625000000003,-4.2,4.04e-07,
9.0,11.103125,24.200000000000003,-4.6000000000000005,4.08e-07,
8.996875000000001,11.810937500000001,24.207812500000003,-4.2,4.1200000000000004e-07,
9.3,11.703906250000001,24.603125000000002,-4.2015625000000005,4.16e-07,
8.8984375,11.49375,23.400000000000002,-3.0,4.2e-07,
8.9,11.1984375,24.615625,-2.59375,4.2400000000000004e-07,
8.9015625,11.3984375,24.598437500000003,-1.2000000000000002,4.28e-07,
9.396875,11.295312500000001,24.196875000000002,-1.0078125,4.32e-07,
9.301562500000001,11.100000000000001,23.9984375,0.6000000000000001,4.3600000000000004e-07,
8.9,11.200000000000001,24.0,2.0,4.4e-07,
9.196875,10.996875000000001,24.598437500000003,3.4015625000000003,4.44e-07,
9.200000000000001,11.100000000000001,23.996875000000003,6.2,4.4800000000000004e-07,
9.200000000000001,10.9015625,23.798437500000002,9.378125,4.52e-07,
9.0,10.610156250000001,23.6,11.575000000000001,4.56e-07,
8.8984375,11.200000000000001,24.200000000000003,15.828125,4.6000000000000004e-07,
9.2984375,10.192187500000001,24.19375,18.8,4.64e-07,
9.19921875,10.003125,23.598437500000003,21.796875,4.68e-07,
9.4,10.096093750000001,23.798437500000002,25.0,4.7200000000000004e-07,
9.1,10.196875,23.8,27.6234375,4.7600000000000003e-07,
9.5,9.8984375,23.8,30.7765625,4.800000000000001e-07,
9.2015625,9.89765625,23.8078125,33.6,4.84e-07,
9.1,9.7890625,23.403125000000003,35.9921875,4.88e-07,
9.1984375,9.5,24.603125000000002,38.400000000000006,4.92e-07,
9.3,9.797656250000001,24.4171875,38.6,4.96e-07,
9.19921875,10.0953125,23.598437500000003,40.6,5.000000000000001e-07,
9.098437500000001,9.600000000000001,23.801562500000003,41.615625,5.040000000000001e-07,
8.9,9.1015625,23.6,44.5828125,5.08e-07,
9.098437500000001,9.2046875,24.0,45.993750000000006,5.12e-07,
9.09921875,9.399218750000001,23.8,46.0,5.16e-07,
9.200000000000001,9.0,24.400000000000002,45.604687500000004,5.2e-07,
8.9984375,8.60078125,23.603125000000002,44.604687500000004,5.24e-07,
8.899218750000001,9.0953125,23.6,44.400000000000006,5.280000000000001e-07,
8.8,9.500781250000001,23.001562500000002,45.9890625,5.32e-07,
9.1,9.19140625,24.1859375,46.0,5.36e-07,
8.8,8.700000000000001,24.400000000000002,45.19375,5.4e-07,
9.1,8.907031250000001,24.196875000000002,44.400000000000006,5.44e-07,
9.000781250000001,8.9,23.803125,44.7953125,5.48e-07,
