Point,temp,MaxV
1,150.25575447570333,0.3742242990788404
2,124.93606138107418,0.5446143205568195
3,100.19181585677748,0.8221373544357061
4,75.44757033248082,1.287353910238262
5,50.12787723785166,2.1689424758563036
6,31.13810741687979,3.334667091976104
7,15.601023017902818,4.942636619502269
