,t,v
0,9,0
1,265,0
2,316,0
3,366,0
4,417,0
5,468,0
6,519,0
7,569,0
8,619,0
9,670,8
10,721,13
11,772,24
12,822,32
13,873,40
14,924,46
15,974,53
16,1025,62
17,1076,67
18,1127,74
19,1177,83
20,1228,90
21,1279,95
22,1329,103
23,1379,107
24,1430,116
25,1481,124
26,1532,128
27,1583,134
28,1633,141
29,1684,145
30,1735,150
31,1786,157
32,1836,163
33,1887,166
34,1937,167
35,1988,174
36,2039,178
37,2089,184
38,2140,191
39,2190,194
40,2241,198
41,2292,203
42,2343,206
43,2393,211
44,2444,216
45,2495,219
46,2546,219
47,2596,221
48,2647,227
49,2698,229
50,2749,232
51,2800,240
52,2850,243
53,2901,246
54,2952,248
55,3003,251
56,3053,257
57,3104,257
58,3155,257
59,3206,260
60,3256,262
61,3307,265
62,3358,267
63,3409,270
64,3460,273
65,3510,276
66,3561,280
67,3612,283
68,3663,285
69,3714,285
70,3764,286
71,3815,289
72,3866,292
73,3916,293
74,3967,295
75,4018,296
76,4068,298
77,4119,299
78,4170,304
79,4220,307
80,4271,308
81,4322,311
82,4373,311
83,4424,309
84,4474,311
85,4525,314
86,4576,315
87,4626,318
88,4677,318
89,4728,319
90,4779,320
91,4829,322
92,4880,323
93,4931,325
94,4981,327
95,5032,329
96,5083,328
97,5133,330
98,5184,332
99,5235,331
100,5286,333
101,5336,334
102,5387,335
103,5438,335
104,5488,337
105,5539,337
106,5589,340
107,5640,342
108,5691,344
109,5742,346
110,5792,344
111,5843,346
112,5894,346
113,5944,348
114,5995,348
115,6046,348
116,6097,348
117,6147,348
118,6198,348
119,6249,349
120,6300,352
121,6351,353
122,6401,356
123,6453,352
124,6504,352
125,6554,352
126,6605,355
127,6655,356
128,6706,356
129,6757,356
130,6808,358
131,6859,359
132,6910,361
133,6960,361
134,7011,361
135,7062,361
136,7112,361
137,7163,361
138,7214,361
139,7265,362
140,7316,363
141,7367,363
142,7418,364
143,7468,363
144,7519,363
145,7570,368
146,7620,366
147,7671,369
148,7721,369
149,7772,368
150,7823,368
151,7874,369
152,7924,367
153,7975,369
154,8026,369
155,8077,369
156,8127,369
157,8178,369
158,8229,371
159,8280,373
160,8330,373
161,8381,373
162,8432,373
163,8482,373
164,8533,373
165,8584,373
166,8634,373
167,8685,373
168,8736,373
169,8787,373
170,8837,373
171,8888,373
172,8939,373
173,8990,376
174,9040,376
175,9091,376
176,9142,375
177,9193,374
178,9244,374
179,9295,374
180,9345,375
181,9396,375
182,9447,376
183,9498,375
184,9549,376
185,9599,377
186,9650,378
187,9701,379
188,9752,377
189,9802,377
190,9853,377
191,9904,377
192,9955,377
193,10005,377
194,10056,379
195,10106,378
196,10157,379
197,10208,380
198,10259,381
199,10310,382
200,10360,383
201,10411,383
202,10462,381
203,10512,381
204,10563,382
205,10614,381
206,10664,382
207,10715,381
208,10766,381
209,10816,381
210,10867,381
211,10918,382
212,10969,381
213,11020,385
214,11070,384
215,11121,385
216,11172,383
217,11223,382
218,11273,383
219,11324,383
220,11375,382
221,11426,383
222,11477,384
223,11527,384
224,11578,383
225,11629,384
226,11680,386
227,11731,387
228,11781,385
229,11832,385
230,11883,383
231,11933,385
232,11984,385
233,12034,385
234,12085,386
235,12136,385
236,12187,386
237,12238,386
238,12288,384
239,12339,385
240,12390,386
241,12441,388
242,12491,386
243,12542,386
244,12593,385
